8719 25923
7317 3127 -375
4513 3655 597
4292 3790 117
4022 6280 61
4979 7834 -863
588 8012 984
7788 1051 -248
6713 4237 -596
4148 3039 753
1732 6392 -216
4467 1733 721
4405 1723 855
3601 431 530
7426 4184 801
61 5250 625
5682 7010 760
6266 6676 -800
4618 1628 -223
8055 714 -295
1517 7309 -537
82 1892 -44
7251 8411 -603
5887 6732 531
7753 5729 -555
3049 5643 -448
8473 8591 846
2291 2684 -842
6123 2808 225
5842 7277 934
2223 7419 -1
7333 7039 399
4239 7382 -215
3320 5026 659
2434 1760 740
7998 2190 -581
3657 5724 182
7425 4573 434
88 4095 530
3160 2454 943
4525 52 507
6675 3950 -733
1285 1395 -239
5477 7073 806
7345 4445 -60
5843 6671 884
5327 8160 158
150 6334 126
7004 7973 -102
4496 6476 -358
5736 5076 308
6630 1222 -190
2301 2695 -896
1472 5758 135
1686 3532 -500
953 8165 -475
6173 7854 -95
5732 4573 7
3647 8668 -801
7753 106 667
7436 4411 430
591 1723 -958
4003 5201 891
4098 2034 -974
470 1464 400
5611 4541 951
7877 314 384
918 3347 -548
1777 3423 102
6687 2014 -757
2072 1813 748
7081 352 751
518 5138 421
5070 8717 -770
7290 5237 711
1801 2421 936
4295 2007 786
2886 5753 551
348 6405 674
6672 6120 535
6638 2037 -371
515 1966 -634
8499 5317 -315
1871 4651 -881
4435 707 158
5346 2361 91
2283 4479 876
3209 7975 -476
4986 2664 657
77 5059 -792
1851 295 -57
7856 3768 -780
6222 2453 -817
5004 7923 -144
8706 7407 104
502 4385 -110
3819 3335 -588
5398 4904 910
8097 2772 706
6660 692 -135
3500 4288 721
8387 5312 855
7799 96 -202
4152 7943 849
237 6054 -524
1232 4545 395
6503 5635 -667
2876 5882 133
5810 3185 91
5429 4638 596
6202 6985 -801
5032 5836 201
1227 3796 -116
5891 7969 -575
3667 688 -914
5517 6866 -988
4229 3641 809
3445 3145 -358
932 5355 432
6762 2145 106
1595 6146 716
4294 1062 -298
1630 1493 -449
45 4693 -871
2625 5243 657
6456 2042 117
5827 3535 -450
2550 212 -313
842 6067 588
4204 6400 -203
798 3932 926
4261 2912 572
3563 5951 -901
4903 606 129
4145 1388 460
3828 7727 226
3625 1178 211
2937 2604 -558
138 3438 -132
4314 2285 -833
8456 3450 19
2402 5976 -960
8562 5191 -140
7076 7192 -760
790 5880 -693
223 806 621
1581 326 -619
1285 2746 -536
4235 4220 383
1262 1602 470
6282 3798 159
397 61 459
1391 1842 -201
4710 3900 -360
8112 4482 -822
5962 812 -42
989 2847 -78
1286 4581 654
4769 6344 -568
3743 1957 777
7231 2059 640
4280 3432 -713
3774 3737 -83
2501 3265 448
3153 8212 -350
3692 4090 -123
8446 7523 -793
6802 2533 92
2562 118 42
851 7209 485
6055 6374 298
6808 6900 -23
3953 7104 119
6164 2983 134
3806 4255 -509
38 3811 45
5688 3917 -320
6013 4098 509
5798 807 -477
2921 4568 -964
3523 1377 403
2638 8332 -885
6239 2932 244
1588 2095 425
8569 860 13
7628 1702 -677
8589 734 -921
6935 7843 344
326 5479 -83
4616 6949 340
1442 7947 -117
3351 5661 -614
8582 1173 397
1068 5548 167
6376 8084 816
4092 5149 -947
6931 4435 242
5714 318 713
3116 1271 291
5266 5977 -683
1947 2530 254
283 7441 -715
233 1186 -821
7097 893 51
4987 5200 928
2395 1553 241
4488 6310 -930
7360 823 192
2168 2090 892
3648 7765 206
6780 2094 -205
8654 7411 -674
7442 3975 -881
3356 1146 -887
7703 3593 737
5939 7944 -714
4998 4717 946
5201 2626 828
7208 2748 -411
8598 4307 -213
6413 266 -715
7566 6641 -593
3995 6236 -787
7064 7538 -250
7530 2171 -78
8543 7664 -52
3720 1928 -393
3631 7590 382
7863 8236 807
1536 8630 697
7964 7502 773
2099 7522 455
6125 8332 590
2934 6974 896
8573 4946 545
4983 13 329
2984 6052 196
3496 936 -459
5815 6444 249
7302 5383 -677
8158 3054 -347
8376 4262 -432
3922 5698 -802
6078 8541 -134
1498 6257 -417
3222 1348 -316
3808 7206 119
2545 1380 734
6259 478 -943
8373 3494 710
6818 4449 26
226 8546 603
7747 2211 -774
6025 245 -973
3056 7734 214
176 8190 332
437 557 -377
3545 8126 -960
5160 2107 890
3310 1363 -608
1325 5452 681
5851 7744 -173
4753 1721 467
7637 5839 487
6206 2162 203
8289 2416 -121
6485 372 -308
6794 3961 795
183 1635 741
6294 1345 -601
1532 3890 -945
6855 3870 433
45 2008 960
24 3190 510
5369 3978 568
8384 6961 -449
2432 8274 674
5106 5293 527
2891 7151 -928
2686 8476 444
1611 3063 162
7512 4865 327
5154 3236 266
7314 5345 -394
3898 7244 -321
8374 5663 249
6924 8498 109
4624 2957 995
147 7476 -654
1896 6726 -564
2190 383 -819
741 6438 -605
7387 697 484
3902 5974 801
5163 8206 326
3642 1282 -522
1513 6306 134
884 7483 -742
5564 775 817
6062 6611 -290
4693 3366 180
6891 2342 -717
6351 8185 763
8626 7781 624
2367 6900 -808
8585 1668 -721
6631 3592 74
3965 6805 -952
4061 4166 247
7805 1378 -692
6066 6581 94
6909 3470 -542
624 6955 -285
6493 5585 505
5948 46 -494
1636 4046 -127
1650 4810 860
4278 4079 520
3405 4575 -803
7869 5654 -108
3723 1946 -436
7681 7302 553
4681 4237 727
3670 3269 470
1312 3823 489
4936 3062 935
1039 8668 -165
2766 4692 -93
7149 5603 -609
339 4962 -407
6648 5740 620
2684 7565 151
7134 7848 183
1061 4757 29
3360 8263 556
3135 2917 -545
5802 2591 415
7230 1843 350
3588 308 -463
8140 3288 -122
6273 8019 580
7535 7840 -958
4530 8698 -845
2029 43 -723
1451 5065 -880
4219 7108 -716
1484 6858 -545
5302 5188 2
1311 6609 -841
611 7506 372
3738 4715 737
1817 7142 -889
5154 5579 -863
3882 4162 -882
5057 1671 699
4006 5139 -141
7511 7868 898
3222 648 559
3307 8484 -679
2787 7911 -856
1519 3571 -450
3299 5722 292
7933 6260 965
3425 4565 985
6023 6799 -445
6203 6248 -727
2906 2708 16
4922 6237 -843
7297 7275 431
4638 1266 961
2501 8217 -831
5375 7343 472
7552 7663 494
426 4794 -387
6982 5509 -879
5895 1160 840
1933 6892 897
6439 5185 -908
36 4755 548
3838 292 -942
5889 7729 881
1835 7876 273
3858 8596 815
4996 5677 886
3067 4295 -537
1607 334 -54
6291 5736 335
22 5498 474
5274 5139 171
6972 242 11
6320 1073 741
1171 8029 -265
1960 6058 -507
6997 600 215
6354 5685 530
7918 6141 110
4309 4072 -303
6785 1448 -112
2386 3602 -638
808 5937 -896
3880 4435 -505
3456 4838 -386
2311 4815 -675
1019 5969 -691
2300 7820 347
4863 2273 -133
3003 4722 337
2762 3034 73
3256 4175 -930
8631 555 -229
1837 5079 356
454 1196 -47
2987 3655 824
8038 3020 -301
2690 3328 975
3946 5886 -732
8025 4484 816
5983 5703 -865
3508 2843 433
4519 7390 881
2390 524 -305
6288 4913 910
6043 1513 -926
3840 3428 114
4666 5600 -910
3745 8432 161
6346 7080 514
7721 7481 -628
777 7097 21
7469 961 593
2420 1552 -368
8085 3426 -866
7121 3221 -970
7068 7097 -102
1209 7087 -217
6018 3756 935
7682 3502 -342
3892 6594 954
7333 3724 -716
4134 1094 -984
3361 2496 279
5475 6848 68
6588 4650 -697
762 4144 -788
2024 3277 226
5358 6704 836
8400 2271 -790
5183 1955 494
6441 5502 -731
5291 4030 520
3544 631 -506
5629 3231 936
5693 1549 -364
6691 5095 -904
205 7397 -631
8230 3436 734
153 489 -661
324 8603 148
4645 4899 -482
1202 7229 -679
3428 6479 -865
2280 1907 836
4787 8386 457
5544 1810 -560
2113 3728 -738
2529 30 -305
6175 4781 -514
8037 8632 256
1369 1544 244
5671 7773 -594
32 3374 -275
1742 706 -994
722 3272 -699
6975 5620 -180
1590 4771 619
2951 5233 945
670 1277 -84
4903 5001 349
6823 7227 -544
8121 1474 787
4195 7486 -859
8321 6924 143
6044 6509 -736
2101 7803 509
2920 2465 557
6058 2600 905
387 676 -370
1806 3786 -99
25 1429 398
785 6092 -900
230 3409 636
5465 4876 428
7701 3858 -511
416 3976 174
4568 1021 -957
4916 1902 -998
3808 7893 283
2593 2631 -235
7150 2179 -980
7629 7576 -996
5148 7534 842
2100 1361 423
7448 2182 34
6478 5093 -886
5790 7667 -893
88 1124 -729
7112 6627 -549
2628 4770 -670
2589 8199 428
1141 5113 -417
5768 52 90
1827 7108 -764
5648 6712 -96
412 788 -443
1903 2994 211
972 2394 988
5473 930 989
6110 7361 -565
6226 3992 265
2899 7735 650
6618 4334 739
738 1449 -642
5406 1472 -70
3641 831 622
7125 7508 858
2686 6690 596
3864 8371 658
4570 4432 6
2371 3563 -974
6224 377 323
2567 6424 617
6697 324 278
1232 4277 -503
8106 1237 -504
3751 1347 -389
4228 566 1
7604 5677 -751
5392 7539 255
7785 4782 -528
5323 3043 328
2102 6629 917
3158 7278 -822
6382 3753 837
1520 6395 -558
6288 2708 817
423 965 671
1437 5141 -820
8572 333 96
5945 3027 -840
8088 4100 781
4444 7962 -561
4344 7524 907
5498 6208 -942
5300 4341 -431
5451 3932 -21
7008 7458 -273
8528 8715 -135
5840 3905 -703
1006 1623 449
1840 2099 431
223 4727 -327
3647 3097 380
5885 5849 -713
7472 2886 345
1174 7347 578
6215 3562 958
4671 1434 -367
4952 2290 -87
8497 1951 940
7105 6432 958
8408 4151 -625
7633 5059 -112
2261 4687 -743
4543 6530 278
1556 4384 -204
1488 3877 818
6824 2224 -263
8509 3043 -846
8009 4120 -634
6234 3747 -148
434 2418 980
510 101 416
6752 2402 444
2577 5921 -429
2841 1440 859
6484 964 -945
6082 3839 -589
7039 1627 484
8528 5055 474
5130 539 683
5285 4726 556
7117 8349 -596
7524 451 -61
2012 6956 346
1823 2721 -640
1181 680 -645
6357 8311 379
8165 836 433
6424 5301 -848
4054 6205 -726
1467 1246 -955
7137 7562 467
1900 7761 561
1416 4853 -134
6840 4894 -911
2981 7197 810
7609 6374 542
7123 1656 -409
8534 1794 -932
3804 4998 -544
4994 3462 -153
5198 5128 -546
3557 7152 76
7343 4014 819
8228 1097 -101
4753 7795 -68
3696 4580 27
6214 2419 301
694 3401 -1
7720 8446 -322
5958 1745 -514
8661 1986 -878
6915 2360 628
4432 4722 538
3497 5778 998
2199 7579 307
1885 2590 489
1786 1503 550
806 1579 673
6084 1062 92
1275 4177 748
6431 5999 -20
731 6053 628
2005 8133 -154
4434 2697 868
6750 7256 -43
665 1524 -245
6820 2164 939
3501 7420 896
5768 5839 -530
364 783 -897
3491 1459 -856
5466 2957 -437
884 8328 538
8438 7806 -436
2035 1028 -750
5349 7799 -769
993 1069 306
645 5741 -233
6315 3663 -567
1047 2533 -870
326 7096 -485
4603 5809 172
2880 3506 -786
5920 1064 -527
6834 7408 166
1193 6567 -86
386 873 689
74 4055 933
7844 3571 58
7630 2397 390
6149 7502 -363
3769 1796 -956
5079 3279 823
3099 5323 -920
2059 4173 703
1976 4112 156
5469 3728 927
4956 7982 -7
2269 5963 104
7402 1763 148
2655 8353 -908
5249 7700 -330
1560 4821 -368
4997 8576 575
6332 5463 639
8423 7629 -731
315 6320 -856
6810 5672 -620
408 3556 -26
7120 6470 -658
5837 7239 -207
7542 580 358
3199 617 -181
3023 4305 -102
4258 624 -824
4614 6327 768
6734 1039 -280
654 5948 -334
4456 3454 -661
4531 1303 438
7497 1758 918
30 6339 733
2659 3758 -987
5021 7631 45
5494 2244 -755
6828 1542 123
261 730 -345
7110 657 130
6395 4088 -368
487 1836 807
5804 1606 490
7424 3109 -629
4478 1036 387
277 4804 -905
7929 1746 -410
1339 5962 -39
4679 6191 -620
4438 4514 922
5570 7482 486
7321 2274 515
6351 5262 -836
7161 6222 154
7725 2805 -787
2261 8158 -753
5485 5268 -145
4980 178 713
4130 483 -104
8302 7263 -962
5263 1288 726
4148 1308 -901
3125 8444 441
4880 6275 855
3140 6109 784
3577 1398 -223
1334 4373 -994
7783 4516 630
1382 3445 -694
6088 1450 450
71 754 -505
5402 3194 -564
6903 789 -675
8232 4416 -892
373 4631 140
7872 5418 -386
403 7053 111
8262 2313 347
7192 7900 699
8655 8208 903
8347 3052 -347
1888 4654 614
1882 7560 983
4534 6521 -893
847 8126 18
6795 487 -394
817 6071 381
3691 128 28
6304 3009 211
3779 6723 -332
6620 801 465
7039 1453 -43
842 1178 -707
572 4245 -683
8432 8547 -478
6632 1109 253
4555 2458 -424
3499 1226 -29
332 1305 406
8047 5652 615
707 5589 -915
6312 3392 -599
395 7989 479
2543 155 -157
1049 2195 579
2837 2231 332
1435 4088 632
5292 7287 -235
6977 6990 -910
7921 6394 -467
6521 4031 -160
6986 1972 946
6238 770 -594
1388 8716 640
6018 3390 -243
2714 3766 -308
5852 4919 -550
5221 6906 -62
6497 4912 -663
5632 1308 721
4810 3301 257
383 3255 81
1826 5990 -341
5608 5095 -124
4613 8097 -432
7638 7516 319
8713 7244 -97
692 7391 942
4839 6612 723
8036 200 -805
2606 2497 510
3390 3967 -424
4665 5239 -92
2792 6198 -165
7473 6070 -295
5714 1540 -463
1291 7260 535
1525 3647 398
4945 2916 876
4583 5910 157
6486 4970 871
2072 8563 -99
6456 5276 718
2925 5319 -389
2305 3337 713
3245 7037 883
844 1241 215
4919 311 824
4894 4807 978
4604 2490 23
6672 2828 754
8067 3934 -838
4862 7711 63
5611 5300 -19
8530 8568 316
6981 8492 -611
6951 6427 749
640 6946 217
2309 4335 218
1589 744 221
8517 868 -510
1119 7100 -636
3683 5769 261
3751 5393 985
7682 2238 -61
6892 3986 -258
4069 2328 172
5302 3401 -275
3585 7061 -463
5595 721 95
2422 5598 687
1985 4157 -472
4207 321 125
6106 1598 -53
608 8553 -301
39 4680 -223
176 6863 -548
4830 423 236
2460 7062 -961
3941 1296 -123
4919 166 -200
3091 6131 561
7133 4455 937
1898 652 421
81 6729 -464
2478 1464 -916
4105 6098 -387
8086 2434 323
1803 5474 -115
1246 6012 899
4781 8213 880
6344 5026 -380
776 8100 617
7442 3887 632
343 2336 -287
887 864 -212
2924 1398 -660
6877 1125 899
146 6212 -392
3530 7264 -870
8249 490 -100
2866 1480 600
1539 2041 -338
6230 6636 -177
5348 19 -869
4191 3064 747
728 6217 64
1339 955 -242
17 5763 -557
3637 3216 -737
1412 1120 719
7671 3904 782
2121 4395 -635
3413 3454 -902
4880 7088 -445
1570 5630 835
3560 3510 -518
8417 4571 -428
5220 5420 -476
1715 3198 938
5775 7847 771
3273 4562 -989
8608 2638 751
4272 664 -793
4221 1505 217
3242 4927 -968
1900 6260 143
3232 4933 467
4284 7829 -497
6591 6079 820
1923 6965 -895
5676 734 70
3835 4658 -743
995 5236 -1
8331 8208 -731
7536 1378 -839
2213 3164 88
7987 6610 498
8317 124 422
5531 1869 776
1647 2833 323
3491 6946 -532
5806 1198 646
1778 6841 546
77 519 -908
3026 1927 581
6073 222 -734
4543 3701 -228
2308 8472 -410
4918 1498 -570
114 525 331
6336 6446 676
3562 2988 -716
3974 8167 -345
6217 7218 -758
7239 3944 138
4789 3408 -591
4360 4624 -342
6253 143 -569
285 5215 -528
5912 4915 -342
3717 2293 -122
1820 4704 47
5573 5306 55
7242 6575 -415
7447 4246 -576
5742 4177 -381
1973 3640 -133
5171 2185 -121
7018 3556 877
3537 480 585
4904 1982 980
3759 3081 -806
587 4701 515
2949 7008 -905
565 6087 -25
8106 4133 596
5882 469 15
7312 7615 -988
1332 6249 343
1725 8288 -532
4438 8450 825
5190 6398 -529
8650 6613 -136
7403 6201 -256
4390 5999 93
7618 8159 -848
2586 3355 -952
5114 3151 -22
47 3405 -615
255 3092 -321
1024 2369 936
8300 3878 -868
5677 6246 254
4430 3500 -273
2262 1052 502
8662 5458 13
937 1048 -459
3774 4394 751
2940 6784 665
6723 8649 -768
7813 7879 -285
7669 3735 -730
3729 8502 298
4668 4260 -545
272 1815 -891
881 7976 76
5798 4752 330
2446 5328 -82
1038 7314 -405
1244 2383 -336
1536 3705 -366
1717 2488 -110
2464 4418 896
1743 4473 584
3966 8348 53
4425 2233 463
2151 827 167
7087 9 -826
1509 4948 -238
7340 4794 379
124 1895 -324
4673 2472 -706
7772 8301 344
5946 4398 8
1983 5012 -441
8530 6622 -246
5802 2687 951
8661 6335 993
4909 3855 -798
5383 6048 -160
7376 3359 -282
618 1257 -97
3355 7024 638
626 5646 433
2833 6829 -241
2132 1160 601
3853 2625 -108
5172 4940 -652
4939 6002 -846
3319 2045 -622
8157 353 769
8070 2571 7
6921 6288 615
556 7329 -284
3071 1383 722
3928 2293 592
1176 3725 727
6766 3061 983
6773 3510 867
5125 1748 384
4887 4896 -615
6789 6292 -114
5721 180 178
3589 7629 843
4607 1079 0
6171 6318 363
3907 7761 -863
4479 3662 -334
6133 7792 649
2417 1987 -169
5706 2243 231
4780 2104 258
2585 1992 -78
1606 2363 847
6815 6133 -359
8638 2687 -266
3162 8701 165
3212 3288 -918
7936 6983 -509
870 545 -702
3560 389 -8
3824 6475 827
3675 6020 -844
8622 5944 -275
668 8123 331
3981 5742 339
3522 8269 568
5980 5035 825
2203 1436 194
425 6538 -150
6879 2928 -991
203 8437 769
7075 2908 -918
3317 3520 -859
1072 2695 815
5782 3934 577
4270 1367 -728
8225 2865 662
190 8708 87
605 8552 513
1162 7155 -358
1218 2989 -265
918 6044 420
1877 5871 -669
2371 4154 -465
7683 1717 908
1887 3148 877
8316 2143 -687
3712 2127 14
3747 7788 -29
5799 5033 168
3759 6956 -568
2260 2897 416
3257 3540 390
5595 557 185
55 7637 -508
2790 7020 404
6969 5598 294
6911 3234 -727
1488 768 -127
6577 8262 -878
8353 2652 666
4668 5095 -554
3750 8217 -316
1087 2092 -180
2494 601 -816
1851 7592 397
2435 5624 -447
3022 4678 -453
3091 7243 975
4339 7790 922
453 6945 975
134 8547 422
1987 899 -292
4771 118 724
291 8318 132
2568 3550 1
1079 6770 -444
1487 1134 -466
5656 1134 694
4255 733 -848
410 7708 553
931 958 632
7187 3421 -320
6601 2319 -687
5674 5490 -205
3974 1409 -361
7671 7168 951
8231 7698 221
5495 373 -74
2911 2693 119
8167 6085 -737
4728 3406 -142
5910 7767 -495
820 7912 -930
1963 1773 -575
6816 6551 503
932 4512 -764
1074 2434 135
4551 4317 140
4793 7256 688
7454 990 900
1390 5132 377
7337 3625 -934
2223 3089 587
2253 7487 -679
8082 4604 -140
6562 223 -160
8043 2178 36
2756 10 -429
6769 2866 -318
8334 2921 926
2686 8002 -544
670 1340 -403
6685 5334 -550
3842 1258 945
8201 3248 425
4593 254 -646
2008 5736 -405
1576 6991 179
5726 8154 307
1790 8066 527
4686 3329 117
2851 4642 -260
6139 4363 -419
2537 1940 647
5894 5023 281
175 8582 -266
7522 7839 320
2124 8027 312
3853 1182 914
7371 3295 615
4289 4635 120
8645 8382 276
5760 3849 -589
5044 3817 931
5684 5923 -819
5987 7151 -879
878 1689 -526
8518 8549 848
4366 1121 18
1291 8218 -715
4210 1857 939
2446 7531 631
6319 5439 -529
6185 801 9
4412 1635 547
7908 961 -360
3457 1935 256
7254 3617 -75
8539 3526 227
3947 6178 -702
4410 7476 606
5849 7275 -500
7181 1868 218
8405 3143 -407
2279 4797 82
1424 2435 -162
1300 2292 -750
160 2986 433
4259 3418 974
73 8186 -952
4709 6972 -170
3427 1707 -255
6377 7243 664
4001 8146 -347
2865 1274 -453
6713 6536 765
3560 2454 -861
5299 6399 -160
5816 2822 -292
8075 7114 -815
7769 1461 -228
2083 6460 5
2517 7639 -72
4966 4963 957
1439 1406 57
1927 1328 426
2101 6868 79
2427 8211 967
7639 2075 -295
5539 4349 387
4879 96 672
3395 410 708
6013 812 775
2226 2222 -905
4911 2073 -364
723 3095 -31
1657 7510 -680
4062 1187 -287
7463 3130 -469
4179 616 294
4294 6627 -547
7469 4790 -926
6419 8146 916
2496 176 906
285 8232 198
5048 5509 371
6887 1930 151
2058 3356 -49
2545 7707 -209
8342 1668 -672
4704 3211 57
7653 4790 914
8108 2165 -152
6070 3781 160
4574 6192 397
5144 7378 -848
4459 7298 71
2498 4704 527
7478 8358 -14
5571 3238 99
5334 8445 318
3563 103 971
665 6837 -580
847 2162 -8
1509 698 -136
8312 7560 428
7687 8151 645
6309 6099 -11
903 5118 -235
2846 6392 -532
5501 1072 -637
8119 4787 214
2355 4766 836
4003 4033 529
6827 2680 -596
3767 5235 884
354 8418 152
5357 2519 40
3030 8630 -113
280 1696 -694
2156 2355 191
2855 802 737
1264 5170 635
4916 4254 270
3914 5608 753
2302 6295 119
6849 7814 -249
1834 2812 -821
460 3632 -110
7679 5740 -449
2599 1101 -816
7731 8484 -564
7046 3269 218
6489 2672 997
2338 5155 858
284 7284 509
1726 6478 -109
3298 2306 61
625 7511 600
6083 2691 -354
2578 3336 -736
2499 1927 -967
3856 6922 608
6451 692 -186
4267 1603 -60
7986 1608 -572
7696 3535 946
6202 3324 -464
6587 7800 976
3317 7761 -101
2896 4253 902
6510 2265 -82
5292 6154 709
705 1031 382
3886 1397 382
3638 6553 -453
5932 2224 595
4219 5915 -980
867 8494 96
8203 3946 -905
2898 4501 -148
4428 7009 542
564 5161 507
7974 360 857
7190 6502 -743
5751 781 392
6634 1844 -392
2634 4051 -551
2187 4543 372
318 1617 -163
5853 1957 -312
1558 210 433
8317 6985 -882
7324 194 -758
5148 8694 817
2692 2170 -765
546 7168 -706
7129 8573 823
5540 4992 5
7955 6877 247
1797 5399 -891
6903 7638 812
6003 8275 -122
6432 478 84
4563 4184 -766
2644 8200 -748
2962 1941 -904
5295 4725 211
1779 4645 133
7861 7366 -22
2735 5088 -29
6096 437 -871
6603 8348 -660
4067 4316 752
6074 4783 714
1310 1307 179
2509 6581 640
5634 7440 989
4380 3793 658
5843 1138 643
6762 3466 -563
4567 6907 -973
11 7764 859
2211 128 -481
5296 8299 -76
894 5339 -47
6785 4933 -553
4468 5453 249
2549 8104 -178
6880 4913 -355
6497 1841 915
2408 1200 -34
3281 7938 949
1055 773 -472
1018 4490 424
3608 3297 -892
2858 7780 472
6890 2014 -34
5204 2499 696
2548 1112 722
8712 766 397
6538 5913 -917
374 533 244
4196 4318 646
1179 6833 -75
5682 102 944
8705 4318 -178
2020 8034 232
5028 3181 -742
4972 4851 -542
2610 2781 737
7777 4216 -645
316 7757 567
8070 2902 138
654 4306 -279
8622 6184 -391
3463 542 -137
4065 5881 -878
1673 5746 850
2550 3442 87
628 5856 983
4743 1293 483
5094 3960 431
8546 4258 -682
114 3605 897
1418 5372 651
1948 4710 217
5005 6056 849
3626 3394 -69
5949 7410 -85
6370 2127 -379
2274 5715 -10
8425 60 884
3974 1786 481
322 3013 670
7864 6742 601
3651 5393 960
3716 912 -987
3870 3664 -292
2048 2967 199
6073 7367 -813
7852 3653 -887
8052 4899 -8
7133 6378 987
4454 230 597
3227 1893 -104
7756 4407 -693
3666 2090 -524
8487 3540 -386
5128 6858 590
6247 7016 -184
5265 2868 -24
3175 3181 525
5456 5146 834
382 1264 -884
6041 4676 177
5592 1646 -226
252 3268 -792
1679 538 -712
4811 2430 166
7883 6951 950
1747 3470 350
3798 2890 -918
2171 2432 796
3673 8504 298
8216 5723 -254
6646 1369 -512
7474 1948 200
7947 178 -821
6151 2202 822
1341 5998 743
3285 8128 -520
149 697 -2
5746 8349 253
2804 241 -881
8420 3150 115
3052 3278 -742
2837 6507 -632
2263 3404 634
7365 3918 -424
1109 5478 887
3933 3033 41
5078 6241 971
4605 2066 -356
984 3490 -901
6104 6434 -438
4394 7746 -66
7282 4791 499
8026 3403 580
7809 7299 -624
4988 1377 -836
5129 7368 -913
1780 2520 667
7113 5014 -77
1919 3171 660
1345 449 367
153 876 -89
1098 174 -47
3284 8411 -925
6896 7148 -108
2850 4842 -352
7212 5828 646
1390 4768 318
1549 5913 897
5746 5970 -990
1731 4566 -596
504 7480 -874
4720 7959 631
3014 4013 -474
1354 2510 -112
2731 7275 -348
2226 3633 -58
4658 4864 43
3299 5098 979
4822 4307 952
6485 4865 519
8554 2090 363
7915 5530 549
7009 1316 -947
3335 4277 200
2368 4581 -168
1264 8084 646
2063 1824 -678
4689 1523 -149
2194 4058 792
839 7603 -791
4791 5979 -978
900 6292 697
3237 4970 -617
8501 5993 -918
8206 5071 914
3793 6385 586
4415 7646 245
1347 2123 -268
1170 5839 -327
3015 4814 953
7420 6643 -753
8653 3284 324
5975 6886 256
786 4949 31
211 4617 -663
3528 8275 -309
4862 1220 -140
7782 6109 32
5874 3505 -909
6479 7452 776
3712 5558 49
6633 1484 86
8453 607 -296
6086 1352 71
2970 1040 573
1934 4606 -898
4611 2653 796
6415 3771 -320
1424 7672 180
7401 407 161
526 5842 -7
537 6946 -493
1677 7028 -686
3710 3284 266
4658 6158 9
2699 2623 828
1866 6146 -986
7771 2457 -176
3935 815 879
4064 7 217
6626 3650 174
7029 601 196
841 8605 -831
2551 8589 -667
6857 2870 566
1888 6895 -913
2139 8512 408
856 4902 -710
3220 6838 -740
2309 527 556
3917 1899 97
2837 4890 629
8634 5952 -684
7295 6756 580
7263 974 22
3246 4308 394
7353 6267 -717
7642 3292 472
6047 6603 711
3261 5083 988
2537 7097 -818
7496 4324 -371
136 7180 -668
4690 7835 680
4342 4678 -6
3307 3627 -769
7943 5380 -174
3945 399 -262
8433 4642 933
4122 3379 -557
6497 7857 -89
8143 7232 -111
2123 4719 -71
5026 4312 -694
3196 6333 -169
1976 2725 -664
6152 7749 407
3568 2841 506
3284 6963 233
2056 2097 -494
6415 8539 -259
3563 2397 852
6466 6862 963
7619 381 -296
367 7310 126
4052 5461 813
8199 7158 -578
4728 5358 366
6629 4262 -22
6902 6581 -735
799 1341 273
6470 5223 -739
5472 6576 120
7968 3763 -476
7560 771 620
2243 4940 -157
7633 1396 636
6200 4287 937
816 1248 857
6626 5575 -48
7610 6668 960
1777 162 147
450 5698 722
3438 3305 827
1424 376 -471
4011 5334 423
6306 6028 -498
3865 8659 -293
1473 7201 -734
1252 130 -341
4179 3556 653
7823 4052 899
653 2557 -339
246 5403 -278
1892 752 444
6112 3754 346
4549 6423 -782
5039 1731 -973
7568 7873 129
4528 2455 -87
7607 734 804
5290 4122 930
8412 8253 -592
8081 5449 -698
8198 7348 948
2806 2420 194
5025 8181 471
2049 520 -861
116 1377 162
712 3147 910
7669 1857 610
3947 338 -449
3401 649 -730
1699 7990 240
3744 3819 -721
2555 2108 -464
5988 4521 -683
7633 1745 -279
4983 453 -560
3230 6404 -37
5945 5843 -627
1240 2951 54
7550 5719 -325
2720 566 -876
1382 4579 999
4861 2638 -914
3428 1075 -445
7058 3389 100
5015 5876 -660
6095 2233 257
3104 7692 472
7090 5959 -335
1725 6409 911
5371 7734 650
6985 5507 516
2341 6280 -951
4478 4435 -75
8314 2274 -53
2568 7821 -15
7367 135 -40
1295 138 -411
2798 7544 352
8178 7366 -304
5240 3389 -121
7644 8349 822
6520 395 410
5770 5074 -99
2070 8231 -871
4813 6797 -608
8046 5444 -166
4932 2761 523
4535 1841 -912
7343 2413 896
8330 5905 408
1755 1379 978
5046 6083 -959
1256 4882 964
1440 8388 984
2132 3179 -312
3298 592 768
1300 1607 -458
2620 5721 -124
4880 6142 162
3844 3156 183
5848 7313 -19
1200 3682 -499
3491 3798 -700
5596 2702 -213
3661 3538 -778
5449 7840 685
4441 1472 -432
311 6752 -310
657 5122 312
2578 7992 -549
8393 5675 564
2800 1196 101
3248 8149 407
7025 7258 -219
1665 158 210
2776 708 -233
5048 5614 -823
2487 2950 -168
3978 1231 248
6852 2087 180
5380 5122 986
2101 6670 -886
4674 1505 -994
6441 2402 151
6554 432 -816
538 6817 -185
199 1324 -371
373 1813 68
6779 5021 806
5569 8702 -24
7226 3505 127
909 2412 -872
7563 5011 -79
7470 1604 782
855 4669 683
8213 2317 -994
3629 1405 381
