17
801 868
198 37 859
29 912 -435
858 673 364
629 334 -164
694 916 -714
192 770 427
530 379 -317
699 545 242
496 381 233
379 547 -842
624 739 972
339 742 -821
346 812 -563
807 614 -499
813 681 -624
508 859 942
636 460 567
588 613 -383
175 742 -649
571 868 672
830 20 122
151 360 -800
147 727 -690
145 471 -341
88 393 550
470 659 349
89 510 -361
803 545 -91
683 770 -445
94 523 823
869 533 -772
576 485 348
534 195 -917
151 228 626
143 240 -424
274 778 -20
839 824 690
846 22 790
488 767 668
166 221 -966
593 334 104
293 98 871
905 27 -723
922 169 -330
653 847 -270
918 66 -27
652 919 -525
700 524 824
288 888 323
586 853 -895
113 138 426
747 725 -76
538 841 163
688 28 -168
885 247 -547
651 590 438
599 153 -220
177 908 664
84 3 -37
840 295 -54
847 839 690
268 58 -836
791 784 467
257 216 -497
663 536 -129
151 4 -470
788 113 320
439 582 -289
97 592 -309
157 291 -349
545 479 -296
280 784 -903
302 60 390
781 673 511
603 351 -656
599 265 -321
513 273 61
468 847 818
722 520 -895
341 200 -637
929 781 348
330 168 -787
175 554 -798
874 593 477
353 361 -408
54 233 813
168 773 442
182 482 -79
482 305 -44
726 784 -330
614 178 -345
124 629 531
189 43 -999
64 240 -992
932 214 -929
342 15 -944
157 66 832
719 101 -882
278 138 773
637 778 379
94 355 -282
644 55 -181
716 166 537
70 409 -355
69 122 -657
17 857 -668
435 917 665
713 673 126
588 15 -913
188 524 715
755 904 -943
891 844 739
303 51 523
800 608 -529
406 742 316
493 522 -391
20 143 797
249 433 159
41 548 -521
58 323 -228
832 559 393
164 259 43
301 494 -823
64 642 -667
114 3 -102
776 872 -890
909 282 -628
328 355 -243
866 809 80
394 36 373
526 847 -851
716 495 -352
36 877 760
62 375 467
298 794 272
925 620 529
530 761 -825
203 684 731
135 69 266
211 325 183
651 490 -968
238 648 173
141 142 -868
387 521 -986
533 870 447
157 343 -511
660 824 -210
396 20 654
813 243 587
317 610 387
445 732 87
351 555 129
662 314 622
129 509 712
155 912 -991
865 529 41
731 704 751
128 740 980
871 61 650
614 717 -75
632 714 307
506 519 459
696 641 -842
411 631 181
930 690 -193
522 839 -555
462 674 -554
270 741 -954
231 767 950
200 379 869
345 5 224
243 714 211
474 875 -838
199 380 -197
631 900 206
403 835 99
91 580 -250
532 776 716
620 674 25
830 697 -972
682 878 -543
390 24 709
757 468 -311
781 77 849
380 672 951
771 687 215
390 72 478
59 341 445
368 453 -159
895 278 -101
764 612 -533
451 254 -147
761 84 263
917 134 520
628 349 915
204 233 -849
201 869 -649
308 809 268
197 862 134
424 349 -311
457 131 -914
417 459 -784
467 25 890
333 531 530
425 119 -156
880 439 930
444 901 -565
678 318 334
510 594 557
812 843 -810
174 538 -165
590 851 652
196 272 -336
569 37 -931
871 543 -868
103 844 676
497 678 -873
779 765 -799
444 41 -230
310 527 382
456 885 -485
85 713 -567
752 669 146
929 918 -306
474 590 158
607 871 -30
51 592 -6
115 238 -216
501 245 -20
762 110 -470
576 3 756
225 206 81
832 209 699
677 553 807
72 352 976
810 166 57
394 708 -87
804 919 953
538 126 -930
815 761 -948
781 819 -825
198 538 -524
681 883 166
677 116 -710
546 823 -308
654 369 441
691 432 -854
632 884 67
168 209 980
300 753 608
523 117 -774
130 277 -160
346 887 781
378 740 -852
557 354 -825
633 176 928
456 211 -601
453 60 406
564 189 523
436 85 506
727 10 470
824 293 368
806 694 878
129 338 93
469 890 994
921 96 -562
520 572 883
752 796 -985
799 348 979
183 865 -807
75 92 83
432 336 -373
367 872 77
679 239 428
368 849 426
31 356 128
374 204 -638
161 568 -930
270 572 -226
407 763 318
756 75 -602
501 635 -737
530 548 -656
754 471 -255
918 40 182
25 261 -708
323 222 -668
481 823 803
601 83 54
500 730 955
460 721 273
76 877 -681
397 456 -765
432 104 -765
887 601 440
801 708 692
87 933 345
755 72 176
40 87 418
640 415 -115
736 832 -299
125 382 -734
478 474 -48
650 902 453
80 753 -569
867 310 199
164 327 -602
487 665 -304
611 281 -386
921 49 -394
930 541 830
595 195 -144
301 71 -280
660 407 292
237 605 873
544 713 -28
912 617 -949
875 18 995
532 512 611
151 516 -715
239 111 648
626 858 624
78 519 -398
657 733 106
256 575 651
367 740 -652
150 554 792
845 87 -475
678 171 -390
757 434 804
52 40 -971
768 382 -416
67 558 -494
374 864 298
399 20 623
220 890 483
405 916 -234
224 156 -826
472 502 583
871 798 647
259 470 -436
13 816 -760
317 748 58
334 67 835
688 834 383
834 739 440
654 926 -80
132 95 841
836 66 -572
146 790 322
672 763 351
720 901 942
247 912 629
626 807 527
614 758 -667
343 702 715
680 888 -737
132 245 819
622 809 161
366 180 471
238 343 237
785 276 734
920 192 -296
248 126 -765
250 410 -786
374 708 1
518 225 32
196 362 789
497 836 147
808 299 -802
443 758 332
891 683 -88
908 303 -430
484 12 -647
482 726 -782
325 85 -899
798 306 757
363 696 -954
920 675 66
918 756 752
113 893 750
780 286 -189
593 219 -456
371 679 -314
738 648 -915
686 840 -746
412 422 -883
908 774 496
888 188 795
546 777 -344
686 245 -557
182 350 645
607 649 143
487 758 481
497 543 410
231 690 -674
22 921 53
779 143 43
433 672 751
327 529 -118
14 637 -28
234 231 207
387 703 -874
270 856 -277
87 268 -195
596 885 37
329 352 -499
518 359 637
183 807 -502
287 318 -308
279 544 465
388 2 8
227 665 -251
527 769 211
252 721 -499
671 840 564
55 857 62
931 626 -563
925 518 735
756 297 105
769 883 -661
308 893 25
450 562 87
888 139 122
34 652 693
521 50 525
826 369 532
197 469 760
812 46 -362
919 623 397
803 366 96
776 826 -735
844 705 -893
192 337 -523
747 506 326
24 543 -809
878 380 -195
572 421 -833
454 583 -711
444 825 775
107 413 517
321 722 -344
638 361 333
843 676 840
357 136 690
831 477 388
127 234 -17
596 203 -797
384 247 965
39 712 966
594 878 141
305 208 -323
220 202 874
525 724 641
859 256 721
681 777 -692
425 83 -62
239 302 105
507 588 958
724 211 -409
438 182 -192
240 430 501
872 613 -806
757 653 -667
157 546 703
696 454 -872
90 753 911
693 237 -338
540 249 823
71 289 883
911 722 73
543 905 -98
681 635 -974
99 523 -327
197 493 676
756 35 416
708 682 736
541 474 831
17 922 34
707 410 -621
470 241 74
130 342 432
871 230 91
309 593 715
337 804 769
5 893 113
3 101 -585
4 315 -267
591 738 -524
57 406 564
189 822 239
396 931 -647
8 813 -448
229 85 -814
827 440 282
670 766 -796
687 543 127
43 34 366
481 900 819
196 116 125
626 272 938
23 270 915
482 473 -1
396 816 729
242 724 -418
700 328 674
9 157 623
163 245 868
114 639 442
46 275 -557
469 132 312
679 857 -273
524 370 -805
416 319 315
931 791 -607
218 520 -904
549 346 -130
136 785 -178
657 341 -767
484 385 -653
324 344 618
439 146 120
351 422 249
388 358 488
176 792 -177
163 663 987
598 582 -824
144 461 -326
910 371 856
572 811 784
401 274 773
794 384 734
634 36 -237
862 833 -462
615 568 -229
631 420 -220
511 745 474
672 189 -884
311 276 -931
499 129 244
719 297 -784
654 197 -959
413 434 -126
471 118 926
726 724 177
80 788 776
164 556 -436
69 467 -370
498 475 831
735 777 306
771 406 425
260 575 580
390 429 -22
806 44 1000
893 748 -838
513 329 264
560 612 -245
516 319 445
640 689 436
725 750 971
284 915 -842
565 655 241
676 163 -494
355 518 -572
524 582 421
61 841 694
660 595 110
919 58 857
339 146 -972
283 65 -886
707 163 372
387 833 584
406 827 430
168 814 -600
618 62 -624
796 395 741
394 742 -11
370 440 628
519 883 837
515 667 -234
915 672 -427
186 929 -492
164 739 665
876 148 -659
378 534 526
687 863 225
918 58 -128
124 281 -151
524 619 -483
564 290 -121
95 773 534
393 477 765
870 647 -65
547 695 415
733 215 729
840 96 -592
649 470 800
4 321 -721
96 126 732
225 10 229
558 141 -649
510 892 204
40 186 143
365 49 -336
914 545 842
175 211 -898
925 372 163
659 106 -550
215 643 -653
464 767 267
916 886 618
385 205 -558
391 189 666
547 11 -438
87 445 869
348 452 -26
494 837 198
2 647 -207
435 689 232
176 430 811
549 188 862
732 767 131
270 45 774
659 711 -575
544 690 -638
121 425 159
785 856 610
576 110 -814
573 64 919
706 242 515
784 898 -778
793 887 22
401 400 375
337 791 832
237 813 840
642 460 390
313 789 -341
100 567 -786
280 517 -34
207 187 98
626 313 -926
269 583 -244
948 895
286 935 311
386 589 -779
758 680 303
577 532 -499
821 10 -186
629 434 649
126 666 959
810 65 11
894 592 789
786 486 85
651 123 -992
591 316 -824
651 755 -242
858 948 -49
688 719 -902
207 443 670
808 704 -363
635 134 896
495 329 -803
921 503 32
212 742 -829
750 735 924
621 518 79
648 397 640
370 84 923
403 64 -328
531 34 781
713 596 -741
873 884 210
944 740 -635
807 289 371
298 487 -803
150 626 -962
665 305 959
179 81 -374
718 935 -109
666 396 -896
732 356 653
460 284 62
506 586 179
626 553 -10
819 652 -424
684 285 -397
680 932 -183
116 561 -662
94 674 -549
650 538 794
75 273 -296
31 690 432
559 946 -485
150 189 749
118 66 469
495 630 -223
392 562 -256
767 156 -655
614 285 280
840 643 854
15 468 -836
790 694 234
414 259 -785
310 430 -793
626 48 -513
620 550 773
948 574 -321
329 931 -206
135 660 156
364 718 -17
525 257 -791
831 24 -864
762 764 -312
566 446 105
821 912 -264
496 872 505
683 191 -760
710 264 943
751 566 288
833 931 -786
364 214 -843
638 444 -57
248 792 246
895 845 143
451 918 -311
511 420 -604
248 196 398
475 890 -880
94 474 -851
538 224 -766
326 571 862
802 598 34
882 147 658
303 153 484
719 139 -772
72 411 78
100 946 574
122 68 -248
167 648 244
309 70 622
250 545 -38
287 750 -932
797 555 511
439 944 247
13 825 853
259 431 -438
444 905 186
346 159 -940
925 181 -422
231 30 492
704 179 65
51 233 757
508 819 55
782 732 961
165 20 593
295 308 -431
754 813 994
576 392 -195
527 711 -126
298 447 54
196 58 763
567 158 118
323 530 236
31 343 96
851 128 -431
775 233 -395
282 303 309
290 734 -782
61 675 -471
520 613 -54
921 786 520
557 366 -333
459 364 -210
127 666 -207
207 14 14
146 920 -674
838 103 -178
456 415 914
406 845 -755
553 733 -761
540 507 -352
659 790 942
399 542 -696
828 408 878
334 151 632
620 292 -779
12 947 23
616 353 -941
184 46 -4
45 854 631
793 61 491
8 269 785
445 856 -512
731 487 -545
329 473 265
138 677 869
95 795 67
336 367 -870
201 681 293
131 539 826
718 268 556
372 458 -683
407 559 846
240 134 955
6 678 -954
73 559 -465
911 98 -659
148 882 935
463 815 366
683 561 -237
388 351 454
231 696 -203
469 258 -298
197 771 165
888 281 -912
932 682 -108
485 763 641
422 62 -510
287 53 432
230 98 -509
321 456 623
292 122 -951
447 384 471
265 370 -540
846 343 157
230 153 354
444 332 -568
379 947 -982
80 673 697
945 727 -952
262 344 -825
596 664 -58
542 923 668
99 406 -860
149 640 563
566 373 -481
128 303 557
885 440 -42
464 639 910
514 43 415
912 576 407
387 875 910
421 679 668
567 896 -659
370 352 -770
224 620 -788
208 764 517
145 274 -360
730 65 577
247 109 -356
380 860 158
286 947 302
87 798 -151
469 325 -639
91 55 568
277 501 -286
779 322 571
803 158 -746
273 205 744
195 293 479
190 278 299
889 926 500
295 681 695
790 812 -692
130 177 -126
464 527 37
490 219 -346
101 626 -455
708 21 -277
542 717 -626
788 558 -955
834 294 -410
451 186 -848
286 90 886
534 853 161
469 195 -587
265 85 -664
261 544 -413
771 816 390
249 6 493
456 550 -62
663 335 -529
712 24 -222
760 83 -584
515 80 742
84 103 991
761 850 356
183 103 322
646 834 -48
729 576 718
68 402 991
783 821 -642
37 570 -138
337 936 791
428 49 350
857 669 -355
689 578 -963
88 267 169
948 844 -570
475 235 -505
573 745 81
120 619 -460
341 752 -605
636 284 -505
69 640 937
242 614 768
293 723 45
930 690 797
730 493 76
903 645 501
874 60 304
361 104 -35
604 77 799
248 523 764
329 96 -289
292 42 335
56 894 605
112 573 -429
809 264 159
319 672 551
948 598 539
440 348 368
733 554 326
433 561 889
910 182 557
166 336 316
414 217 -855
141 423 749
211 541 259
143 496 367
38 572 759
123 297 -234
91 302 -916
389 175 534
269 908 778
217 119 -139
867 309 -514
300 47 143
212 437 951
418 804 805
283 84 365
734 738 893
667 413 531
394 596 30
802 465 557
622 605 -310
535 621 317
835 699 951
350 717 -635
205 338 685
253 28 -989
592 424 583
324 218 -165
45 184 -117
314 372 405
480 313 -949
250 591 -806
61 926 944
404 406 -321
285 465 -751
618 282 -104
800 548 -904
680 20 617
826 506 -931
438 375 -450
88 614 -779
611 425 208
203 180 -3
194 95 568
1 282 340
697 569 636
447 49 -893
772 351 708
599 332 294
237 602 304
707 246 205
657 201 -813
33 650 359
653 85 247
61 478 860
329 263 795
432 497 812
795 943 -462
369 824 423
131 567 537
619 818 -608
119 581 -858
486 345 -614
910 524 -373
678 771 933
751 809 -833
476 19 -668
727 889 -641
347 73 -420
843 200 330
571 746 750
490 116 553
29 643 -448
161 183 -704
17 242 -531
903 345 -980
645 80 -768
393 617 -238
156 557 -78
532 405 937
689 266 416
70 840 -970
879 330 -101
664 846 -677
226 63 765
283 307 715
605 374 -207
716 849 347
175 320 970
33 440 536
245 116 -36
487 269 160
714 536 -368
148 117 288
809 672 -281
478 804 -359
574 463 -321
935 900 208
935 540 -449
874 587 -232
331 48 33
213 85 390
594 391 -789
773 83 962
471 132 -857
442 108 -81
432 25 -627
246 927 132
421 923 451
600 432 364
134 565 401
281 902 754
314 433 -462
175 95 715
202 604 -503
296 138 -330
77 141 477
689 646 -195
11 279 340
719 501 567
121 910 -502
137 217 669
185 179 277
550 243 824
712 797 -318
198 835 56
426 308 992
42 624 -419
872 267 103
713 506 -827
289 696 -757
241 488 108
41 506 -762
286 393 313
33 720 416
243 71 -588
350 919 -149
368 717 655
142 124 -16
334 478 -709
753 746 103
443 197 995
631 520 -946
863 583 158
925 833 870
276 24 409
459 179 -603
340 723 -185
393 876 1
823 173 882
777 812 -347
890 327 223
638 373 8
91 608 237
845 7 -668
414 830 708
261 72 -954
281 943 694
66 265 -200
908 344 425
666 642 -589
337 227 -908
433 471 378
303 375 796
245 901 -518
328 479 801
930 310 -896
48 329 -610
368 900 407
413 806 809
205 143 -500
754 83 266
237 12 -85
510 702 268
196 926 183
493 690 -465
708 763 -591
210 907 316
585 370 354
564 856 -37
539 126 888
468 204 -588
574 12 -814
329 366 -991
926 902 -697
221 27 298
869 677 630
743 299 -693
639 595 745
242 776 975
222 746 454
50 721 -986
140 290 528
552 266 349
928 18 -944
595 658 50
36 767 -62
732 623 -883
634 317 76
600 783 489
765 168 -315
616 136 40
269 208 227
694 176 -291
760 207 -469
486 314 511
638 202 -920
584 476 6
781 740 -538
785 587 709
461 858 444
645 799 90
423 31 -129
41 225 -348
35 316 544
835 353 942
417 395 -722
294 883 750
33 731 -640
229 796 358
19 352 467
922 467 548
471 144 98
700 575 273
704 839 -861
327 460 -803
245 64 637
596 541 -431
422 823 -574
477 927 298
525 276 -618
313 299 980
607 772 497
302 540 197
87 609 -417
933 187 -192
423 514 -793
882 796 657
135 272 -51
495 842 116
162 12 -2
531 410 -948
620 236 -926
431 867 131
567 894 891
851 376 -401
894 806 185
61 912 88
547 885 -805
705 71 544
587 739 -965
179 641 531
690 194 -808
59 111 -435
140 677 -498
700 175 -881
788 564 -506
466 621 485
509 126 -866
554 541 207
400 309 -179
129 5 -75
896 825 67
566 529 -804
70 857 859
937 935 515
606 585 -988
442 153 914
294 924 -604
930 25 108
388 42 -171
434 925 -99
480 313 573
151 629 812
524 420 -155
390 474 726
812 213 -120
623 844 -993
526 229 643
694 726 957
742 521 -566
603 138 86
57 334 -160
668 605 -173
752 150 -265
859 603 -231
676 142 518
17 87 998
523 799 -258
195 769 527
628 680 668
526 561 216
444 808 379
308 507 21
321 315 699
106 376 931
350 175 677
652 523 807
852 264 -765
698 769 -807
173 267 69
429 646 -132
361 822 -906
221 719 680
71 263 21
290 699 839
789 83 -779
329 799 -717
198 456 -482
180 594 -500
931 33 -376
605 377 -999
532 698 -77
131 43 -335
318 93 725
148 683 60
886 449 -726
617 534 125
871 696 -658
748 657 -339
150 563 875
63 844 12
877 239 813
743 100 -696
752 92 -195
340 780 434
320 207 604
757 44 -490
679 588 -186
350 707 -972
740 388 -49
707 857 107
334 843 -510
247 98 -618
293 48 859
92 704 -750
729 314 648
73 705 -113
166 540 -887
688 769 898
146 825 526
233 257 636
718 259 -539
422 54 -423
521 744 -461
316 76 469
11 33 559
472 408 842
536 372 -136
662 548 719
108 943 71
25 830 400
96 862 916
566 142 -647
527 805 -466
523 229 470
21 111 775
866 16 -143
353 495 -976
568 332 -694
494 715 459
879 296 -148
477 509 581
69 731 -686
688 362 864
455 724 370
537 12 -125
486 532 -650
411 877 -719
211 516 627
308 908 411
491 104 521
84 842 641
491 178 -821
753 562 -569
336 446 -8
77 720 965
827 849 -523
339 151 82
679 300 101
92 462 322
778 315 -205
814 398 230
67 647 -530
220 799 896
240 421 -426
515 911 -187
767 698 -435
276 109 85
98 776 334
797 364 -480
507 24 455
330 21 801
877 126 408
380 947 886
320 101 627
715 136 806
204 706 -456
705 640 -611
747 833 -718
305 753 -235
385 131 468
802 868 -748
818 545 -715
632 58 608
122 218 -373
430 679 -125
668 898 -813
274 733 430
585 79 -722
851 498 365
790 520 -521
234 788 -52
890 441 652
755 149 -134
679 847 422
775 696 586
551 928 660
938 665 658
299 455 -900
198 146 -673
823 847 -626
814 87 959
145 590 598
637 763 330
727 32 667
239 271 727
213 750 -309
906 375 -955
213 699 402
101 312 -530
36 929 -898
130 332 210
199 152 880
134 3 422
127 891 590
152 713 278
479 280 580
822 831 217
843 678 -710
793 350 668
181 597 749
931 383 -652
633 719 -973
91 844 -542
613 715 646
15 930 -787
75 527 393
654 659 -790
137 421 850
63 648 418
590 533 853
867 898 -888
836 127 -190
911 33 462
912 827 -359
414 207 814
846 345 563
92 591 -734
1 367 198
456 81 924
863 61 -589
856 186 420
679 229 -475
506 475 -783
283 689 821
54 579 514
803 770 546
724 146 889
770 559 323
538 429 -208
79 792 -627
50 425 827
314 691 -163
740 935 316
810 109 -218
277 105 -2
160 34 970
322 501 -722
876 434 -113
255 483 -244
542 887 -838
314 571 464
687 937 -134
856 781 -842
716 305 -67
727 68 759
345 75 -719
594 591 984
740 586 -136
230 176 -320
678 489 50
648 472 -119
592 830 -64
543 559 298
256 903 -81
835 474 -713
661 585 -81
79 947 82
157 260 -598
48 651 -526
664 142 54
784 433 112
238 835 -782
320 766 476
216 312 347
76 430 -211
571 805 -467
622 256 -601
520 703 83
911 737 855
924 691 444
465 254 285
681 31 808
891 158 -471
199 655 -601
809 132 -485
251 46 628
248 325 443
158 702 -754
710 259 343
208 760 58
120 186 126
935 794 407
809 910 797
497 650 -867
874 839 181
212 794 820
173 870 -974
130 679 -370
705 485 -432
906 233 -461
484 167 -57
931 882 -895
277 117 345
320 624 -294
184 740 -680
93 527 542
733 74 173
271 365 -537
228 67 499
820 701 708
607 362 351
643 858 850
511 224 -217
440 17 -51
816 236 -889
351 434 -819
304 368 -2
557 592 681
464 184 467
934 488 -624
141 722 502
930 200 276
825 549 282
224 177 821
747 866 609
426 872 143
424 724 -836
182 570 248
752 646 435
544 434 -292
82 839 -283
627 503 -404
676 838 310
194 446 593
727 49 -402
611 599 -183
782 408 -509
844 538 -277
262 498 175
4 229 943
923 401 993
97 582 -671
802 506 -905
634 559 762
866 611 895
206 535 199
765 253 -564
887 748 -876
739 83 844
682 678 598
339 689 -152
525 82 -366
171 400 787
663 265 -886
598 889 978
713 133 570
650 428 -43
660 545 -659
519 908 1000
795 10 612
245 897 -581
821 659 898
771 196 305
701 560 165
270 202 -946
620 71 572
379 571 -12
32 142 -967
832 234 690
438 780 -689
620 576 -550
863 871 -662
767 568 -591
941 584 802
512 839 677
242 745 6
12 99 921
183 552 -230
59 829 -161
561 266 737
390 712 341
967 904
813 249 151
899 928 -825
236 238 639
350 332 497
512 634 -755
920 751 125
138 223 418
466 210 85
613 736 203
211 760 191
15 364 -394
733 90 -584
705 600 -196
788 172 312
900 540 462
467 341 -269
800 933 -688
19 194 350
682 104 -316
610 127 -322
201 577 -439
843 52 720
814 880 780
690 168 511
677 439 116
832 786 480
731 448 719
598 384 397
152 130 -563
95 265 289
322 772 598
266 372 645
902 385 385
160 880 -384
158 191 240
200 940 -463
693 134 934
119 59 983
114 335 329
36 451 -442
620 222 -186
162 470 -183
554 502 298
895 570 386
108 21 748
321 301 154
831 707 81
908 606 350
346 746 697
18 360 -260
951 148 356
203 687 134
42 645 248
306 838 225
854 712 434
572 896 -555
290 779 537
421 164 -90
326 225 785
780 770 -193
519 368 399
720 690 682
278 935 890
2 324 -819
543 460 337
74 486 728
314 18 -195
901 254 827
578 835 -307
737 319 579
287 320 458
921 557 -626
555 812 590
100 289 -347
934 145 -324
898 720 633
69 474 -770
606 485 -554
303 705 -620
92 818 -941
384 177 -799
111 645 213
114 341 364
565 66 751
897 794 -782
484 383 64
908 906 -955
384 193 -433
619 891 144
28 727 -788
222 23 -819
418 373 309
682 442 686
607 568 614
720 178 328
645 256 -519
305 652 -103
230 323 826
482 325 211
691 682 -332
410 550 -726
806 118 552
950 432 680
471 762 -311
131 636 -315
361 612 -927
257 328 396
114 63 -68
687 334 -245
462 204 117
121 185 -928
482 391 -433
14 586 530
403 869 271
468 10 981
846 593 -586
489 136 8
801 362 311
689 202 -546
138 142 -99
359 771 347
106 838 -896
113 230 926
850 124 -837
201 59 279
838 372 -854
456 68 70
680 472 -881
146 568 254
355 241 -851
697 467 -849
127 762 345
681 429 350
170 703 73
235 178 626
961 673 -369
573 737 -145
276 534 -923
667 758 277
95 959 -341
545 595 -185
837 560 -222
605 709 179
551 760 255
283 290 -868
694 675 588
192 265 64
326 11 487
934 497 -730
256 807 -910
528 688 724
10 665 13
654 798 -528
850 469 392
312 334 -169
498 882 -322
812 125 449
732 258 288
15 14 -370
202 477 232
805 610 -853
877 215 -343
482 121 125
264 388 815
624 714 162
292 405 669
64 549 957
330 929 -367
824 662 -332
721 132 335
662 647 -45
517 294 -728
134 328 996
405 180 539
223 411 -30
455 882 363
85 402 -408
10 905 -131
96 578 331
763 592 -308
344 700 151
802 160 -612
322 550 -707
436 888 452
57 725 188
176 134 893
828 879 925
634 815 -876
414 466 -506
124 862 9
476 611 958
300 518 18
33 65 955
647 166 291
665 723 936
918 406 -33
147 282 160
175 589 56
143 329 198
292 220 931
194 824 -50
634 157 461
862 727 -595
265 101 205
14 27 908
691 906 -239
266 892 119
207 170 -453
414 752 -496
666 937 415
955 344 -552
925 124 173
606 804 152
940 537 768
599 119 -900
236 294 747
42 32 -516
942 919 -975
322 699 -569
599 841 -862
336 738 287
561 616 -862
257 950 -873
543 967 211
326 259 187
922 655 -359
791 953 -792
243 933 -47
925 953 290
619 23 -189
174 33 -501
371 106 -85
164 116 432
91 101 749
157 481 847
258 405 -835
754 924 -353
89 225 -364
268 774 -230
385 492 -946
576 615 965
621 292 -457
431 958 -23
653 946 -770
454 558 93
264 33 -299
252 555 -660
398 684 -446
31 843 393
465 443 596
780 507 479
540 241 827
369 112 -196
313 598 793
550 515 -200
379 49 -384
861 545 -797
868 402 -682
735 729 -60
625 292 -264
823 348 347
59 253 817
121 753 577
817 731 -168
307 129 -914
794 110 -878
554 371 -792
526 754 885
71 867 -404
586 553 -959
85 306 -638
482 539 825
270 21 -942
731 558 -931
797 558 503
809 328 95
712 753 -854
443 144 -864
912 770 -138
705 444 688
386 265 749
818 765 96
14 250 -397
186 723 -488
534 503 838
685 503 312
308 50 590
931 691 -515
132 584 808
816 307 -206
267 791 162
736 591 -225
92 734 129
671 75 218
573 860 -212
66 194 894
569 649 645
506 137 -851
150 96 -220
169 487 -681
95 595 158
300 50 932
83 548 -357
99 908 434
73 836 623
616 363 -698
66 443 -467
4 627 -756
173 837 984
356 777 769
518 508 92
444 114 -6
961 68 866
96 331 99
263 776 -301
836 385 738
677 164 -449
689 78 -442
454 15 -148
686 239 -854
303 37 -830
750 822 -473
103 793 -63
356 482 837
960 179 164
5 496 -237
946 826 665
53 438 833
307 837 267
458 904 578
493 795 -616
309 193 5
127 191 -1
802 418 650
619 894 775
351 758 145
8 362 -508
397 214 668
78 56 690
300 167 856
321 125 -513
377 585 345
576 30 -846
867 496 245
693 620 -890
593 668 -681
543 665 -93
55 794 -627
717 799 -83
893 529 499
872 860 34
268 888 283
799 779 850
91 348 370
7 749 -238
512 574 1
884 670 -576
865 554 -473
394 852 891
828 163 -544
185 106 -672
939 519 -94
780 285 483
457 355 -419
432 501 364
547 923 670
229 491 -971
405 210 -847
115 276 616
723 355 786
34 302 638
419 789 859
749 880 808
654 479 545
717 181 -984
948 220 125
432 16 -206
684 56 -489
620 928 -769
633 364 -325
787 51 -520
283 30 -426
160 649 -881
388 34 649
396 780 -943
247 760 -677
919 320 561
184 391 877
932 232 540
848 563 575
890 496 -71
13 427 968
423 173 952
120 783 -405
941 189 -835
409 702 527
682 389 413
405 965 -260
248 66 401
405 587 12
766 166 400
132 387 844
558 624 416
274 437 177
650 224 -61
142 190 -822
941 958 224
775 780 423
600 632 249
373 429 922
648 333 -74
290 265 352
91 202 -966
30 768 242
51 293 313
936 68 -701
451 751 76
173 70 425
738 895 -342
183 340 -443
773 937 770
320 655 -204
540 965 980
719 577 834
789 557 -940
417 360 -407
651 478 132
561 42 -448
34 221 -971
929 316 -925
316 451 -424
317 879 -344
243 503 -592
281 686 -172
818 335 16
379 844 -592
472 403 537
84 599 66
415 326 222
172 194 876
763 104 122
186 350 857
609 926 -21
369 560 -712
190 133 159
527 529 -451
902 663 -375
64 740 -110
388 443 -927
716 66 731
743 893 -149
41 514 251
892 516 919
95 59 -333
947 3 376
314 124 -221
519 230 363
818 26 -117
534 945 -777
593 143 151
857 117 -889
405 555 910
356 322 -940
509 711 447
242 938 21
779 330 -81
258 915 968
842 565 -960
527 102 -232
471 563 333
182 787 895
536 847 -961
286 810 -26
293 69 -524
464 633 658
752 398 -574
841 311 358
583 922 -311
337 342 202
787 149 430
944 718 -123
824 692 -240
166 148 668
813 575 -265
682 217 -797
195 27 -206
214 497 659
45 1 -246
164 799 -202
621 905 -12
158 867 159
11 896 -226
967 588 397
443 106 -240
864 122 -468
690 322 610
428 538 -619
298 424 387
407 141 426
955 493 -260
759 114 -536
966 721 -946
907 752 289
175 249 821
554 868 -492
473 10 756
157 112 -665
674 637 456
271 928 -596
735 647 -683
273 10 962
115 94 -663
744 856 -247
255 841 -313
396 90 271
594 349 -467
32 49 414
940 483 206
58 459 50
624 769 -403
697 676 -699
871 917 118
626 108 238
48 212 70
123 488 -215
342 675 -408
365 373 -34
775 142 -433
119 702 874
573 562 -301
380 233 -208
279 313 280
829 513 -465
426 391 201
23 64 896
220 65 -819
714 786 -488
43 600 -462
25 708 6
421 34 689
900 691 -6
678 775 47
933 171 -145
939 651 -119
568 24 120
160 210 -855
473 379 329
216 435 -975
945 622 46
409 675 -882
133 776 193
232 794 -65
328 899 823
349 348 -352
436 144 -230
144 443 359
651 714 -114
590 664 -640
931 528 -895
167 909 -168
394 173 -71
131 703 249
880 903 -228
191 457 -894
398 644 437
234 475 818
346 104 -151
951 530 -590
536 780 483
766 644 696
521 319 -1
503 419 -353
865 515 -818
203 695 738
161 933 -632
904 443 -426
401 296 609
652 201 -834
490 967 81
714 16 -899
721 456 893
104 66 -233
203 116 12
774 358 934
824 284 -95
561 137 -828
316 915 -433
649 650 834
583 898 182
844 526 199
718 934 462
488 754 -984
235 868 -78
929 17 805
505 275 598
948 30 309
413 864 293
547 114 745
164 51 -628
675 967 928
367 764 628
532 214 -78
632 28 293
634 223 -592
805 313 420
438 197 526
243 90 949
170 553 923
598 552 -334
100 633 454
384 918 965
173 369 802
10 744 -394
278 367 326
628 109 847
191 903 349
805 35 -916
154 128 -395
28 398 -941
