847 2895
281 710 923
846 624 467
367 783 597
828 817 40
260 228 741
633 213 525
369 517 836
424 124 231
36 406 190
531 784 454
156 506 775
99 672 309
278 272 581
643 66 897
806 596 327
253 438 729
643 265 437
204 580 807
130 81 768
471 83 72
392 282 906
431 669 365
390 465 955
804 837 806
59 370 762
128 625 978
799 302 539
762 290 492
652 692 609
311 173 541
671 267 954
85 663 611
829 122 618
544 275 306
78 798 260
250 241 187
721 326 711
238 297 131
471 696 689
467 399 273
52 484 281
154 358 217
393 36 221
453 521 234
827 71 147
589 699 438
232 161 664
387 124 36
808 596 202
299 388 587
720 292 433
262 196 907
290 11 619
339 446 856
644 290 872
282 422 348
140 119 3
114 20 712
825 312 949
197 50 100
742 460 168
830 592 13
659 26 331
259 48 363
95 327 366
13 323 77
347 375 678
275 357 785
296 60 994
295 389 48
309 304 581
589 437 643
86 804 117
449 690 759
354 378 949
616 556 651
476 106 110
160 604 330
426 111 552
134 130 514
712 841 276
58 818 290
549 263 711
17 273 914
88 85 527
650 774 952
400 61 156
101 659 300
606 409 769
523 331 339
119 413 565
645 605 153
422 224 734
742 700 875
737 154 153
799 252 328
489 521 517
12 163 866
605 366 403
243 776 418
7 731 260
615 158 557
98 582 705
509 70 860
781 695 96
455 742 854
185 67 412
630 29 30
3 333 150
487 288 952
417 593 386
27 503 746
478 68 848
317 182 139
414 773 156
180 82 372
297 550 411
238 312 543
365 117 788
254 403 605
93 217 761
592 80 598
808 327 126
409 81 686
569 753 807
44 105 284
294 338 124
193 577 923
249 583 737
712 237 217
783 31 837
512 382 639
744 748 269
260 149 728
123 779 355
448 549 806
729 46 960
319 637 182
688 209 670
274 744 440
837 679 40
618 556 592
190 18 913
525 576 984
86 749 653
112 395 386
795 554 892
644 403 595
754 33 310
123 201 827
554 763 535
144 149 603
356 270 220
448 815 864
56 758 856
608 723 170
396 372 864
336 606 283
723 242 871
826 82 434
179 738 826
89 274 180
20 112 161
738 521 721
100 383 323
777 44 404
530 45 495
592 38 195
751 645 892
768 86 469
828 401 299
183 300 485
144 257 36
600 455 236
507 744 353
607 417 523
452 311 905
746 353 369
829 443 13
46 815 938
341 14 331
821 810 61
410 477 748
496 58 517
369 792 460
157 109 349
38 454 667
481 149 626
237 296 363
255 737 430
35 741 753
675 343 546
183 115 103
439 238 509
160 497 85
706 425 226
795 402 609
191 769 801
246 108 779
142 298 770
70 833 187
614 179 272
255 371 35
582 798 606
831 135 101
758 461 237
535 602 433
196 485 974
753 592 454
254 33 51
750 550 370
302 236 594
495 782 483
583 683 20
406 537 175
644 814 466
383 379 84
225 57 385
759 728 691
133 333 520
163 365 403
93 465 953
81 747 106
153 377 43
723 463 612
380 503 653
689 369 999
102 226 982
1 560 546
415 274 405
823 98 211
566 428 881
346 666 380
20 381 713
675 302 747
515 717 597
619 94 234
473 85 230
199 360 524
222 643 895
498 185 132
678 105 235
277 527 864
222 731 662
676 307 174
115 295 355
797 361 887
272 355 987
87 164 56
613 456 970
16 95 683
712 702 147
697 436 885
794 586 122
408 715 871
206 58 645
102 511 344
232 767 359
746 197 473
644 156 448
444 370 433
401 203 385
215 149 255
409 174 4
382 439 384
720 122 545
327 4 719
274 56 668
827 34 683
91 763 791
585 605 825
260 790 138
254 440 11
320 398 859
794 711 675
757 382 270
13 510 786
556 102 537
676 804 323
802 533 476
840 834 62
168 450 23
158 296 594
544 306 187
48 830 834
258 769 853
377 514 602
816 421 493
441 827 991
482 368 463
844 303 148
590 600 653
489 4 774
654 745 14
129 224 646
354 378 460
615 777 70
376 38 759
219 393 854
675 445 732
832 272 985
169 755 995
742 26 428
184 647 37
333 285 714
543 126 680
276 249 749
299 495 188
504 738 950
713 767 941
272 620 672
305 719 686
524 490 23
118 321 346
348 810 638
488 600 202
666 530 364
561 448 499
73 423 221
666 233 651
6 106 732
623 677 350
65 113 886
18 760 472
376 613 317
388 460 720
765 730 151
771 819 461
517 304 953
131 836 730
68 40 103
389 115 98
31 600 980
412 648 328
105 295 881
502 234 742
17 686 371
151 691 584
300 267 204
57 772 878
406 434 961
17 200 192
146 294 544
347 210 838
571 408 73
657 760 238
386 761 437
606 252 530
205 533 909
523 726 85
341 426 44
16 173 159
281 806 974
70 534 812
583 475 730
475 813 871
269 186 726
613 828 579
527 705 916
391 659 513
442 837 964
211 667 402
1 392 187
831 542 205
584 533 177
688 712 3
592 815 745
199 158 852
57 521 324
284 65 264
801 768 657
656 564 555
29 122 291
180 19 920
782 778 340
419 344 231
52 376 687
147 209 109
499 341 291
124 700 584
181 472 826
476 157 321
710 91 758
214 555 365
838 163 732
126 320 196
154 330 633
486 90 803
360 837 711
404 753 914
846 571 94
529 274 946
518 565 217
88 673 254
718 535 257
372 224 15
14 799 472
570 196 925
649 371 483
449 223 320
713 268 358
526 208 247
53 624 241
142 284 200
486 626 523
346 35 941
678 281 226
775 504 833
475 793 884
375 9 795
731 86 433
479 62 567
743 662 759
116 80 817
243 536 673
747 716 195
290 46 485
537 798 109
10 789 381
431 499 637
41 425 875
332 342 608
830 582 964
153 787 481
579 46 827
551 597 877
260 335 156
282 484 636
426 717 157
778 724 557
628 737 766
539 234 234
68 466 560
730 405 512
609 424 194
663 761 86
265 149 854
305 238 59
24 356 820
560 10 605
582 805 132
783 677 398
834 265 208
21 752 914
338 416 138
66 474 335
26 276 475
421 339 972
720 625 622
254 719 694
739 733 394
40 51 760
579 608 673
552 836 648
375 833 902
424 317 560
340 4 682
335 33 640
341 383 865
241 302 47
453 826 414
559 765 653
32 692 126
725 231 358
185 236 356
171 80 233
741 846 567
225 384 717
187 95 363
28 155 754
797 836 617
669 164 763
795 504 710
181 606 821
45 246 499
172 302 131
756 538 436
717 565 890
365 265 2
709 55 57
539 100 807
675 406 868
596 278 289
641 801 750
222 568 470
61 457 584
8 432 475
651 738 13
444 683 643
680 134 799
679 533 735
628 304 46
475 343 73
400 433 394
706 378 201
96 178 7
120 421 352
437 727 829
493 485 976
231 689 875
795 384 929
320 594 120
160 556 702
326 224 736
541 141 913
560 779 277
685 675 600
606 348 732
388 585 3
75 176 140
642 548 7
645 146 660
655 537 252
188 14 308
80 351 93
575 213 923
452 712 60
672 375 30
427 779 63
735 320 286
350 407 965
787 181 267
102 540 709
512 667 473
5 796 6
76 774 474
180 84 257
389 753 830
701 661 953
19 404 611
665 815 974
110 10 763
253 119 836
299 726 879
431 445 420
777 65 791
676 726 326
283 401 130
192 576 203
818 215 313
19 182 818
831 48 118
173 695 240
311 600 968
321 640 459
441 446 996
214 471 604
199 661 691
691 780 726
50 409 435
104 840 308
482 703 56
171 155 183
56 612 403
492 356 446
437 488 785
336 218 576
675 130 637
534 87 58
808 470 152
744 562 235
261 796 813
481 255 425
177 770 775
