16
953 1750
752 109 133
14 247 479
43 662 994
508 781 207
317 156 596
133 738 809
273 233 403
562 296 554
503 106 240
496 97 874
257 676 928
585 90 301
496 485 288
395 389 962
42 324 310
339 681 757
335 240 615
401 751 601
771 274 342
276 87 11
388 261 929
699 868 681
46 247 166
579 307 683
538 196 825
285 195 128
266 289 756
717 714 331
331 455 559
357 468 204
500 792 744
808 517 94
216 579 164
793 737 860
37 78 172
296 506 734
575 821 502
22 271 481
302 583 989
238 265 512
138 16 420
153 244 72
685 516 257
520 572 974
152 1 769
398 442 10
354 646 780
404 817 833
58 30 805
276 609 403
538 732 589
148 327 242
481 667 561
721 772 69
345 257 673
369 357 226
429 296 333
307 2 917
443 275 982
549 7 237
775 477 928
344 8 174
445 384 523
134 813 631
105 752 617
771 57 901
25 732 72
338 593 629
424 634 936
763 121 1000
568 420 989
424 382 197
114 604 776
307 863 494
594 701 547
89 283 532
612 286 496
188 824 39
194 649 884
306 605 987
119 627 923
445 248 207
604 423 122
643 413 236
377 836 311
699 858 799
288 339 51
187 72 928
410 131 206
167 501 31
227 220 267
871 645 987
541 246 720
235 234 292
425 131 6
388 703 320
295 43 172
587 138 647
53 145 273
167 264 352
740 342 880
595 242 681
236 680 356
242 705 222
241 324 102
247 514 883
27 39 568
713 505 563
744 531 303
513 512 657
186 231 146
785 705 919
869 828 754
400 821 935
225 834 657
313 507 937
642 633 821
161 800 49
532 731 3
629 745 29
527 874 322
726 334 949
567 339 970
452 27 911
39 250 873
753 334 654
80 266 558
875 838 464
685 312 772
290 431 16
85 278 719
52 761 484
757 514 537
753 19 495
360 646 696
699 368 407
692 189 730
741 32 335
292 394 241
670 808 728
705 217 32
137 29 757
659 556 101
833 146 466
120 73 617
787 402 936
346 495 246
499 355 2
355 26 892
728 468 188
119 586 315
635 645 511
386 488 156
274 340 878
482 130 490
697 680 932
322 451 333
221 653 398
167 278 488
23 408 133
670 716 149
246 257 815
338 202 280
618 290 369
429 17 828
281 233 597
126 841 85
331 126 731
819 813 479
673 784 446
249 220 69
66 627 910
592 503 580
772 149 99
147 124 177
415 774 914
279 804 41
232 793 66
548 108 463
860 882 635
465 435 858
255 854 984
423 527 609
148 590 988
56 467 638
856 550 831
846 90 607
820 824 443
29 431 405
400 403 830
387 635 16
470 642 441
778 720 251
831 570 426
277 555 377
501 880 975
360 694 856
716 682 510
631 702 965
228 576 545
859 667 578
673 283 151
550 652 659
213 153 324
21 341 342
411 332 488
434 761 240
619 290 819
781 469 707
866 456 125
721 254 505
845 781 463
574 422 870
136 293 24
543 85 622
859 304 508
800 773 69
77 550 222
70 416 685
145 509 348
347 739 462
303 144 779
391 641 990
269 772 304
724 396 639
141 343 460
182 170 454
46 648 942
571 102 259
531 466 37
460 748 426
651 1 846
180 131 348
394 866 222
586 530 935
344 248 990
172 58 490
83 845 543
4 299 473
673 562 647
268 11 842
192 797 652
288 307 969
433 477 719
600 243 268
629 735 322
191 462 614
294 408 39
879 415 388
374 57 702
770 582 221
497 496 746
562 783 204
179 611 601
844 214 848
341 527 185
16 773 240
413 42 519
642 498 321
544 274 19
26 809 59
702 878 952
836 204 646
91 595 401
658 611 611
650 376 379
417 657 468
519 60 348
227 678 637
311 127 833
567 161 771
640 876 24
150 52 820
164 192 207
37 411 996
246 532 390
564 503 859
486 676 284
526 126 707
61 516 671
126 687 880
496 152 475
351 320 198
380 146 435
35 175 906
731 240 2
677 357 512
317 167 910
81 420 184
766 876 95
393 71 816
40 240 64
43 685 375
724 354 62
794 662 1
849 77 937
580 80 133
197 217 883
566 661 457
35 601 834
313 227 638
673 551 22
375 543 901
461 688 769
425 94 656
311 749 464
330 471 893
512 525 739
86 410 382
738 223 667
554 590 670
492 441 388
394 601 96
784 751 893
546 856 730
533 375 141
342 177 82
814 685 29
61 546 646
36 843 670
347 494 214
627 78 849
848 678 998
144 509 682
814 438 363
41 508 808
730 525 205
729 353 585
769 676 394
510 553 342
712 630 633
195 517 368
268 787 120
408 863 209
526 485 160
126 731 842
5 763 850
661 608 997
744 249 791
158 184 806
66 299 549
819 458 677
691 818 146
762 860 903
363 468 228
648 371 775
612 122 972
753 851 179
778 828 752
675 714 655
25 596 225
644 471 270
655 237 454
338 124 578
481 802 778
59 152 471
579 301 974
483 380 768
498 705 399
19 433 916
545 582 542
165 517 571
65 409 368
451 213 297
21 287 753
107 841 123
225 668 701
550 343 946
180 14 103
260 869 564
58 313 283
312 226 339
719 737 269
534 294 406
691 11 560
751 510 868
371 34 541
840 760 188
315 384 289
683 510 265
204 380 486
712 789 369
221 15 942
276 54 537
597 576 433
514 319 538
554 700 529
356 318 870
476 698 481
632 809 517
490 824 827
245 677 229
861 850 911
718 531 538
21 34 179
489 196 761
460 515 708
95 319 434
715 12 349
851 645 995
809 209 502
415 656 769
617 425 170
819 551 612
231 741 558
274 692 217
226 775 111
75 158 965
875 74 27
717 606 940
440 562 877
623 856 865
545 90 244
325 222 109
164 215 656
210 595 706
574 289 568
679 608 546
176 70 469
57 139 199
407 211 946
415 860 237
483 682 838
672 308 633
652 68 622
171 380 424
563 358 468
680 578 392
127 123 857
578 826 586
148 866 393
164 804 318
319 853 576
270 197 482
362 693 891
614 335 884
103 426 825
677 877 378
17 208 699
195 452 18
475 392 829
763 176 954
569 694 781
803 503 531
91 7 2
690 881 655
693 861 662
226 64 910
296 204 193
867 833 423
148 722 528
260 791 724
403 153 37
704 560 766
594 170 644
413 632 220
719 542 187
100 123 176
13 600 138
326 860 255
630 869 53
488 383 342
166 193 698
810 781 399
89 80 479
167 743 57
746 341 296
672 254 980
378 347 115
246 597 547
815 380 770
72 330 52
624 801 508
272 881 462
635 779 302
411 238 827
550 855 597
878 467 449
545 471 717
706 647 572
83 551 718
374 858 461
129 712 934
462 825 864
353 358 990
644 701 168
52 157 331
110 794 879
427 184 655
155 2 172
343 351 524
397 213 394
391 73 741
564 359 422
702 668 767
68 794 163
598 410 394
480 597 938
544 683 127
845 25 412
511 683 222
788 433 335
270 179 607
641 781 75
577 455 618
642 630 650
204 563 809
267 190 728
203 681 570
651 503 69
117 528 211
540 617 344
344 515 104
168 589 552
801 506 257
279 432 142
252 268 437
646 416 105
300 170 459
655 538 769
799 619 480
386 534 329
818 239 444
617 331 44
803 860 453
313 119 404
477 721 291
823 399 930
833 69 92
471 72 434
388 550 83
208 787 352
213 786 670
227 609 53
515 222 313
161 358 896
214 348 969
154 77 263
665 78 455
425 316 94
734 395 902
777 185 421
690 630 676
660 86 120
118 429 1000
229 245 381
450 443 840
311 282 802
660 199 37
169 590 354
481 521 749
174 606 65
76 330 654
206 501 823
489 592 351
146 742 277
183 352 853
566 545 273
645 188 664
236 842 916
872 106 186
773 542 793
200 413 456
405 102 247
244 587 466
655 131 24
855 251 460
231 16 600
360 607 678
398 184 418
632 137 980
652 487 312
178 211 320
88 224 174
799 172 846
386 303 14
42 154 119
607 701 780
537 863 225
103 82 121
619 155 685
246 742 346
260 839 995
513 827 743
636 528 278
70 726 47
44 68 587
386 487 48
861 815 677
208 32 97
784 251 57
483 455 802
199 490 106
588 302 457
832 718 376
44 520 113
407 244 148
137 433 866
434 15 282
673 778 502
393 508 990
63 742 374
696 868 980
797 827 896
500 701 158
312 213 540
278 557 108
207 534 691
489 689 89
249 483 43
342 581 766
874 362 36
33 840 390
400 828 820
143 347 241
806 147 930
282 745 877
464 761 968
329 714 395
813 773 54
670 848 138
164 538 865
414 838 891
467 636 163
377 336 41
71 310 483
430 741 966
168 541 181
777 237 745
587 801 653
557 282 27
16 595 463
594 700 765
682 536 670
74 611 117
860 668 352
675 773 405
207 300 697
805 211 693
841 230 975
500 870 275
60 627 791
24 528 778
276 724 28
132 728 425
279 526 595
829 678 781
676 323 313
339 776 942
204 525 928
661 830 968
758 407 923
5 150 99
539 189 108
808 657 969
604 727 393
789 752 322
816 803 217
412 388 625
90 404 333
675 522 846
15 825 368
608 800 197
276 254 958
656 65 365
748 633 693
352 407 474
608 813 598
549 247 168
340 670 636
679 220 500
387 515 243
106 582 341
405 773 617
30 241 144
588 349 905
71 567 105
249 762 761
585 549 961
69 121 97
810 412 202
194 656 865
399 192 912
74 257 221
752 159 901
813 225 738
336 93 918
259 731 992
312 874 478
850 679 441
868 361 932
433 566 739
186 174 954
812 185 879
208 401 790
556 214 54
842 31 876
773 279 895
146 354 870
526 678 846
660 646 337
91 763 664
403 629 260
255 815 220
231 221 163
655 444 768
2 612 979
120 686 477
123 798 32
51 98 66
455 120 618
509 643 14
662 810 34
876 281 488
793 220 688
343 264 679
666 880 307
854 484 225
29 232 394
879 800 318
276 399 66
747 558 224
628 736 689
37 665 707
756 820 10
154 270 283
506 409 461
227 176 189
327 645 917
862 195 829
604 215 557
746 744 625
388 408 170
279 224 426
29 140 320
39 483 26
77 116 287
588 201 441
278 631 558
772 48 170
462 493 18
470 193 812
64 561 147
169 138 991
679 763 795
103 598 763
5 280 689
441 495 463
312 107 637
572 264 414
656 478 305
236 323 981
640 729 951
527 741 554
871 96 306
305 571 850
284 722 477
183 177 872
31 150 575
599 605 95
237 390 102
361 580 675
653 519 549
337 424 581
413 650 418
628 330 48
512 775 770
360 530 155
425 649 459
764 378 476
703 526 922
231 180 333
815 261 377
307 27 516
587 676 304
658 106 705
653 766 780
783 346 407
722 509 589
850 153 928
162 819 678
237 469 293
755 517 331
278 760 117
459 48 557
549 30 404
754 589 701
613 547 803
338 461 898
71 21 516
772 664 113
736 691 786
202 681 453
202 537 110
402 299 233
783 60 34
727 731 217
92 128 515
641 851 249
760 868 979
837 158 344
116 725 500
746 305 567
852 607 690
213 863 202
374 614 38
184 686 359
271 84 68
197 619 464
778 765 314
341 538 553
333 537 659
502 674 458
794 683 966
208 225 736
213 282 130
217 76 148
18 311 480
862 265 646
261 458 413
228 101 755
440 172 319
76 287 942
559 16 719
277 757 3
851 510 183
474 860 572
228 326 323
419 104 943
678 59 38
569 606 353
134 512 699
680 723 412
148 781 217
34 748 957
38 103 191
759 40 137
614 847 367
117 192 774
328 148 628
59 56 373
824 157 652
215 340 159
190 103 722
204 513 293
713 77 675
397 473 148
869 1708
59 519 122
615 169 121
485 857 454
644 313 315
730 325 583
758 169 717
511 844 992
586 471 157
373 47 51
435 760 309
805 286 331
669 282 363
236 302 344
10 840 833
142 450 204
656 242 515
428 716 471
78 734 112
449 812 311
553 319 76
399 62 655
735 838 73
776 825 474
539 339 947
268 213 334
32 300 545
267 685 778
648 227 931
802 16 303
140 214 681
205 812 535
264 112 492
694 501 678
657 409 423
83 816 123
568 355 416
70 96 807
377 185 931
703 696 232
839 768 796
699 222 129
711 396 693
48 307 222
334 341 935
268 265 348
540 792 574
597 198 210
519 784 731
114 348 125
80 602 651
201 642 518
120 661 941
715 590 712
85 123 653
502 753 303
732 216 179
818 780 308
864 621 984
391 192 484
657 177 413
585 744 463
55 29 533
739 720 721
701 211 499
702 301 979
341 616 512
186 839 92
443 858 829
850 237 655
351 412 892
43 626 521
118 239 629
507 575 963
408 293 128
458 147 632
667 803 968
27 308 488
505 412 900
237 29 328
618 838 297
209 694 785
848 702 351
623 157 863
452 457 490
15 368 913
515 365 647
396 379 995
90 627 757
517 625 757
235 442 843
542 2 184
354 499 908
197 728 442
23 591 682
419 783 92
211 751 403
487 851 872
440 390 399
51 262 263
22 452 80
549 353 454
310 599 829
104 435 306
399 845 392
62 35 978
155 811 660
464 435 834
485 770 351
276 49 239
301 161 758
804 670 939
705 363 759
691 194 633
773 475 413
135 713 388
495 92 221
194 505 106
275 519 22
832 34 323
104 102 705
339 349 838
669 790 154
813 477 472
598 103 380
758 19 774
690 100 259
550 630 89
212 96 322
714 567 966
509 696 363
5 439 934
274 265 838
649 323 648
96 499 889
632 655 230
610 595 985
277 421 583
811 858 863
742 296 179
134 12 274
215 189 817
482 395 656
75 188 320
430 227 379
534 785 851
779 776 447
335 774 703
626 435 167
154 16 985
437 88 279
851 408 747
728 331 428
200 535 187
536 658 904
275 487 578
863 803 316
50 774 829
404 268 72
230 835 532
172 398 288
225 486 418
695 366 583
247 254 110
319 598 881
654 728 891
250 120 93
309 479 843
135 730 926
244 592 462
223 524 506
799 450 562
595 265 21
555 428 253
410 229 154
319 427 667
13 189 124
109 229 446
415 134 396
780 528 410
502 765 524
268 725 72
398 241 600
528 187 406
13 703 582
633 608 338
759 390 429
758 96 887
13 771 64
557 401 433
691 267 291
74 734 353
586 429 856
277 271 331
196 33 119
161 576 388
66 75 438
357 833 823
329 789 101
631 506 139
798 89 787
181 234 171
592 705 182
382 305 935
286 633 69
9 378 598
103 255 44
371 597 968
528 377 229
269 664 341
560 73 269
19 504 457
354 825 800
700 798 836
142 362 361
847 225 144
452 463 162
350 841 847
183 366 812
306 76 304
302 796 475
687 506 298
244 252 775
355 616 685
249 381 721
21 131 210
336 417 78
687 549 780
175 403 31
392 239 312
188 489 414
74 139 667
95 326 780
163 212 817
862 863 246
544 767 448
655 547 758
727 195 492
129 520 901
444 110 724
814 10 733
38 743 333
369 507 855
248 812 198
847 204 339
69 862 961
461 823 487
610 380 582
358 532 593
82 778 697
524 862 469
764 390 514
4 724 906
529 514 20
736 647 853
553 258 312
33 572 658
805 861 332
686 650 990
43 115 744
363 52 436
651 77 423
45 618 667
260 826 601
142 93 850
64 490 763
555 476 603
315 813 942
78 548 553
554 56 540
465 819 519
635 781 521
522 668 303
97 393 852
481 230 128
819 851 622
500 559 791
460 100 916
434 133 524
224 644 848
508 604 781
222 311 698
642 436 204
74 64 153
620 368 264
319 648 426
366 52 824
725 287 403
514 346 328
730 698 935
401 151 587
676 590 312
830 229 414
429 835 370
573 82 609
331 605 441
800 176 448
550 440 301
819 846 522
163 8 374
817 459 851
578 496 545
393 343 162
13 529 514
541 203 648
453 852 859
435 327 546
734 296 259
828 666 58
207 38 822
53 127 832
522 562 495
689 457 491
700 653 319
781 115 559
334 724 903
734 272 739
869 766 287
333 503 866
245 288 666
181 249 69
165 69 997
10 507 185
683 860 470
303 756 985
793 461 853
111 127 484
99 686 971
593 649 498
605 743 622
778 792 154
176 577 552
58 515 931
189 265 404
278 799 921
367 731 20
391 521 29
39 636 668
352 808 83
270 744 199
443 847 732
488 825 477
363 504 799
841 620 246
497 635 419
158 458 369
829 834 529
299 730 887
566 662 214
430 386 319
157 715 852
751 170 580
387 698 844
221 189 730
580 632 158
466 242 584
346 601 164
158 637 864
414 705 120
381 267 795
859 845 421
656 154 852
743 161 983
503 191 256
441 629 131
810 331 654
868 209 67
661 613 592
66 391 890
436 443 123
734 164 870
193 676 289
584 24 313
565 265 280
36 222 897
225 582 408
715 283 650
338 12 86
864 598 520
92 40 7
212 666 381
536 799 649
645 355 477
303 477 210
807 572 170
727 813 537
12 761 550
819 109 652
148 562 770
707 686 198
540 317 470
799 530 658
816 120 596
44 278 43
165 448 514
287 344 637
123 119 418
773 84 463
605 460 775
107 348 631
847 696 477
171 451 475
498 735 825
456 114 31
101 188 41
87 145 173
164 747 204
520 753 577
390 780 467
723 181 494
88 833 963
471 477 47
794 775 572
696 314 452
818 591 482
383 274 615
377 508 643
360 659 649
743 285 161
746 740 263
361 723 804
217 101 503
462 450 739
327 455 920
812 277 245
525 527 762
780 548 237
486 394 527
150 246 533
783 843 471
288 254 772
671 641 410
719 851 48
196 723 876
796 206 430
498 837 590
768 137 427
843 213 300
83 479 638
577 10 849
397 326 368
765 302 192
518 344 316
731 794 454
617 648 920
861 189 806
153 347 745
824 512 627
603 112 231
756 398 767
813 393 912
652 265 541
824 102 58
263 814 920
786 394 309
442 671 106
758 466 894
54 635 762
760 788 956
345 330 597
400 682 5
345 725 759
303 617 667
15 314 672
686 722 26
197 758 648
750 847 23
686 67 860
397 438 720
693 21 193
521 627 920
454 162 564
437 241 847
755 704 840
415 89 142
733 63 211
637 643 74
141 407 575
92 61 991
671 87 60
548 823 214
313 136 680
799 794 194
567 498 947
509 424 328
692 825 640
793 146 803
577 142 366
554 790 345
397 381 781
523 780 820
673 541 98
859 184 990
589 528 498
668 265 69
250 82 984
512 525 474
374 70 103
814 150 336
566 182 179
188 179 147
154 266 66
103 576 619
379 550 559
792 638 914
182 43 459
869 21 593
265 628 545
24 109 192
626 550 276
640 406 172
164 702 406
187 594 76
250 231 430
687 709 510
72 158 134
234 738 617
45 549 92
635 842 522
729 643 192
654 676 897
324 848 429
304 694 204
698 218 340
573 344 91
655 445 599
659 74 836
72 393 498
390 80 171
400 704 455
281 131 192
647 194 375
72 540 759
700 39 572
659 327 477
666 646 876
97 126 96
811 517 336
79 316 43
342 2 77
671 32 275
524 551 527
564 139 152
592 32 382
469 415 320
821 630 707
181 300 229
542 589 635
381 583 411
865 337 937
210 20 37
247 538 108
865 397 330
833 371 81
246 203 482
701 706 11
638 390 165
269 320 766
214 568 671
231 451 56
71 244 335
585 185 316
60 378 772
646 650 249
393 792 529
597 572 691
628 374 443
838 750 364
868 114 694
465 528 178
744 464 57
818 44 293
368 45 676
94 324 544
131 444 943
408 77 323
579 82 191
361 300 39
514 778 320
232 830 23
77 335 967
570 820 718
309 360 600
91 593 794
770 584 193
582 447 356
867 75 851
366 452 209
180 703 717
41 364 434
679 549 882
479 593 507
319 520 776
317 565 466
444 148 565
274 658 172
116 188 628
167 759 56
781 674 20
98 695 359
869 507 225
648 658 671
152 551 298
483 574 52
363 644 10
560 94 565
387 118 141
113 181 911
545 743 626
779 651 559
651 410 966
845 649 889
435 189 314
157 333 425
567 791 290
792 274 173
486 98 783
506 426 653
26 781 243
817 312 705
600 556 241
135 552 220
609 656 813
765 125 219
175 501 183
630 564 274
174 699 236
704 257 913
654 326 627
799 223 366
212 722 555
68 206 248
567 593 609
494 329 162
140 367 804
286 85 413
663 480 926
262 596 497
482 124 663
324 663 512
392 575 631
466 622 360
321 489 624
503 146 272
435 195 21
864 820 4
209 516 358
232 652 614
119 208 827
26 536 290
735 287 469
848 240 58
224 865 803
154 837 70
182 679 512
79 605 429
310 319 66
354 478 506
191 310 75
721 429 222
483 68 886
861 441 812
238 526 44
199 714 484
130 469 984
301 172 786
851 182 664
484 784 994
371 820 492
682 136 635
769 839 534
550 461 795
820 137 645
740 3 65
789 325 587
137 222 440
741 628 329
847 758 420
589 130 800
404 309 365
241 638 597
25 224 793
847 54 672
128 648 579
52 420 126
435 728 318
860 369 773
426 308 340
561 486 365
147 81 893
145 635 497
346 584 529
636 748 254
339 438 802
616 431 743
665 675 831
467 765 753
93 71 58
68 555 911
217 6 300
250 537 661
862 655 601
648 563 113
740 194 339
714 509 254
399 569 366
683 338 434
863 11 628
796 846 993
811 576 269
7 688 609
717 809 277
116 453 188
711 696 600
108 456 948
112 253 552
554 781 192
133 807 825
329 788 450
28 846 307
309 164 845
40 676 337
632 587 564
181 824 394
849 452 157
527 641 281
489 640 611
273 479 139
838 842 48
308 198 525
264 98 771
59 709 63
281 832 238
689 389 354
140 569 656
829 358 30
768 686 136
737 531 658
107 600 765
407 255 275
630 781 927
619 307 206
745 744 452
178 120 80
354 531 557
785 863 789
255 277 575
455 197 89
630 5 846
376 165 134
345 58 642
360 199 230
323 35 171
758 52 742
218 119 361
800 627 725
494 368 844
471 242 736
812 274 293
227 520 213
8 144 36
560 378 872
704 731 106
580 256 540
31 10 458
489 647 561
307 610 773
678 465 628
849 319 192
682 651 522
190 613 91
399 597 555
750 762 114
70 78 764
659 671 544
616 325 352
55 626 538
645 756 184
323 264 713
706 301 34
808 189 707
587 802 316
58 165 534
822 311 247
30 20 732
729 696 175
182 840 685
476 60 359
631 529 649
744 216 382
740 565 382
521 404 266
743 638 906
247 265 277
168 481 861
13 705 869
582 586 370
370 793 498
46 503 886
1 134 356
352 432 636
626 153 40
552 80 327
632 158 361
58 340 868
780 690 972
592 50 703
718 340 600
459 645 7
423 706 63
739 597 101
742 119 977
436 32 87
81 367 238
379 759 13
48 855 496
79 310 574
821 449 927
225 372 566
513 575 23
801 426 983
734 506 713
315 557 159
154 358 935
591 237 968
689 808 212
402 115 263
788 700 277
363 724 405
74 462 361
551 277 747
711 640 84
95 150 57
447 369 718
73 197 604
528 227 909
840 455 472
336 295 685
359 681 57
475 140 15
326 619 344
261 290 377
568 566 988
250 295 325
599 581 237
301 165 365
170 575 29
729 380 495
104 376 199
714 460 581
486 837 951
230 214 51
763 815 504
220 120 56
508 331 880
174 751 841
355 189 534
606 619 84
787 538 601
560 749 43
691 79 749
493 345 640
702 698 891
128 225 297
424 804 380
785 807 80
53 59 98
610 221 812
772 166 875
198 296 734
324 563 589
736 548 300
314 395 119
296 677 893
168 423 374
225 761 776
107 293 821
460 175 889
613 585 673
80 409 161
121 528 774
797 214 762
777 516 904
789 464 841
7 543 663
738 446 47
320 279 624
727 853 342
407 408 672
258 754 5
259 462 715
580 482 125
853 382 611
393 526 683
817 795 753
22 408 73
86 149 760
184 443 871
53 5 469
857 198 625
310 205 313
443 423 768
568 438 935
393 565 600
145 485 513
528 124 265
417 129 742
365 42 288
298 779 869
9 414 587
427 431 537
91 260 676
252 700 226
692 738 311
713 747 801
558 553 97
187 833 293
633 598 627
122 606 233
660 305 917
278 101 922
792 410 498
121 632 324
607 588 34
823 539 580
807 569 181
849 552 219
27 288 166
158 804 172
646 500 816
101 868 459
58 612 909
571 846 325
858 281 670
473 674 875
855 748 989
827 715 735
540 828 523
552 597 575
690 601 411
128 805 472
274 14 845
195 325 938
182 639 857
266 202 895
863 505 869
728 184 971
237 802 495
48 527 906
430 125 732
702 501 759
91 4 631
411 245 844
189 22 246
711 716 748
597 19 185
274 697 766
797 141 333
679 798 60
7 36 334
345 197 3
664 607 313
247 186 355
214 86 864
693 792 172
716 772 840
477 337 590
574 568 175
663 443 729
522 399 731
724 193 556
267 175 344
588 424 29
623 143 195
409 699 643
115 515 816
810 340 746
670 18 201
622 853 443
381 739 164
529 775 985
794 869 115
92 224 102
369 68 265
675 450 760
253 220 495
339 238 474
146 3 450
193 742 605
659 868 638
816 201 513
466 201 638
861 682 315
322 296 510
402 370 482
659 42 554
223 247 7
789 745 646
103 34 654
301 587 333
578 674 638
149 265 865
53 608 946
379 538 395
325 395 503
452 374 48
632 150 330
95 615 547
301 666 467
33 550 834
570 184 65
242 776 969
531 763 539
727 708 943
574 695 213
136 35 877
76 557 962
751 694 869
618 789 721
711 167 758
824 369 219
710 811 256
519 609 124
552 526 497
427 130 857
485 642 273
274 195 246
735 526 443
783 295 529
184 25 475
604 749 389
271 382 851
747 514 611
499 51 49
665 675 122
486 768 960
237 249 514
804 604 810
169 679 147
5 228 115
629 850 123
617 97 12
307 550 802
98 807 570
785 242 266
156 421 294
392 661 545
617 802 963
719 173 621
255 680 652
660 374 252
389 806 146
630 150 113
44 90 693
624 371 653
776 108 5
462 618 889
54 865 376
755 594 146
804 117 951
603 377 168
757 291 855
686 133 92
676 217 289
691 7 343
372 714 286
184 83 478
660 61 656
628 88 973
260 208 902
675 249 584
161 261 449
145 474 259
332 747 308
859 573 755
387 836 195
25 88 571
746 584 315
39 800 887
814 695 374
207 539 456
751 809 561
566 429 893
159 40 744
257 373 378
794 500 713
271 417 695
429 229 137
771 520 102
43 317 365
236 839 398
71 530 322
162 169 934
124 539 776
171 503 289
777 8 288
469 430 833
690 58 532
531 646 44
457 421 241
584 783 647
116 772 501
506 223 809
775 713 414
5 419 207
633 177 791
6 27 450
73 586 322
601 388 581
443 638 812
485 217 393
222 157 409
234 721 813
525 614 59
527 124 418
414 706 976
340 562 856
409 249 189
513 851 35
641 530 808
690 718 588
512 482 288
625 461 483
828 202 202
271 202 200
507 437 747
854 254 482
93 64 881
609 276 26
788 568 294
414 95 316
712 119 517
490 199 802
308 347 446
231 478 222
438 119 157
521 425 767
620 341 2
300 734 2
865 833 728
269 380 522
503 559 887
382 582 894
772 627 614
519 529 767
759 202 900
290 852 425
799 158 329
727 790 293
403 230 893
495 289 273
113 819 873
821 796 887
605 797 296
427 779 225
16 672 52
601 241 807
262 474 242
820 501 953
276 858 691
439 435 462
9 98 466
373 805 240
451 415 150
18 464 350
286 596 829
78 76 719
807 607 6
851 643 667
38 641 716
165 493 76
627 431 260
278 464 956
804 701 299
120 435 463
847 131 103
81 336 877
616 283 835
380 656 737
778 56 872
745 217 90
124 188 338
645 214 866
656 174 224
208 847 140
772 108 122
710 681 745
257 491 25
501 730 426
428 145 640
438 74 951
849 235 996
81 313 581
548 236 990
648 471 313
819 161 35
621 129 732
839 268 159
583 226 387
290 458 744
659 841 576
135 172 773
446 307 108
746 294 917
157 667 76
781 787 656
76 43 95
256 507 114
403 524 259
627 581 191
600 312 922
812 31 671
622 99 852
242 628 491
472 692 134
345 116 378
353 464 257
427 341 228
96 62 681
349 298 628
724 660 299
532 658 735
779 15 468
833 332 653
721 207 557
216 647 430
712 708 581
531 708 116
262 292 204
762 370 716
250 340 743
117 685 493
669 226 729
306 539 723
516 559 980
494 457 463
575 268 414
64 338 164
723 229 787
478 735 146
581 371 214
668 334 814
35 534 408
54 691 284
543 43 627
762 667 161
682 506 562
273 431 543
35 30 763
693 430 793
865 292 401
4 760 157
197 59 43
138 850 276
495 111 21
418 441 37
801 275 463
15 40 353
324 844 110
377 91 327
252 310 157
208 642 277
755 765 529
409 816 84
858 131 217
779 285 760
460 457 442
190 386 51
404 776 114
723 263 888
334 143 558
699 292 796
745 574 356
537 88 705
729 15 783
790 822 800
687 598 288
825 335 331
49 437 33
398 858 509
819 206 339
536 779 129
365 634 788
313 358 282
558 634 607
509 636 890
240 424 171
430 360 475
268 99 887
520 243 361
167 273 588
567 752 2
688 85 281
409 351 435
294 111 432
729 303 377
519 627 913
663 593 5
755 405 21
300 518 306
581 344 408
849 164 837
39 434 300
454 105 355
87 848 437
721 411 241
20 290 896
208 833 651
711 389 336
535 199 909
287 172 701
806 375 341
617 154 466
409 494 923
718 215 760
492 684 288
538 256 494
120 720 12
845 354 372
503 255 298
616 767 18
584 479 950
624 56 946
392 466 408
266 449 678
103 494 364
267 815 153
266 16 30
552 814 240
566 331 548
755 588 454
716 626 93
596 1 451
447 219 392
707 595 93
542 703 653
454 800 918
302 731 616
611 639 211
595 247 637
186 699 29
238 584 285
739 705 94
832 397 210
766 153 961
590 637 697
833 390 505
652 64 824
402 447 287
602 40 808
738 356 309
703 208 203
107 387 484
496 744 328
423 397 785
652 75 309
787 765 566
258 92 486
638 421 979
538 640 99
477 454 723
856 584 558
684 771 532
719 218 284
421 64 263
158 589 99
853 198 286
275 20 997
414 665 771
654 245 147
221 177 23
560 757 938
242 816 852
369 668 978
73 804 603
345 705 541
9 777 568
450 104 686
641 704 820
687 316 813
340 245 714
786 99 330
338 5 126
745 583 296
140 269 45
96 139 672
118 818 137
69 384 963
388 699 610
764 344 528
646 733 575
556 381 650
93 227 397
425 100 907
634 593 541
473 727 848
117 500 250
130 95 134
489 808 660
845 493 729
749 456 508
554 665 51
835 761 428
265 605 632
195 807 867
104 845 782
214 158 228
205 125 381
691 735 69
160 663 88
561 462 191
520 218 417
152 310 899
55 95 643
385 70 236
105 737 265
72 582 773
598 465 61
182 381 850
203 859 685
323 741 36
346 600 344
618 489 749
451 502 763
360 741 672
515 5 578
202 273 468
155 812 24
492 3 611
738 705 731
112 136 94
864 121 501
682 609 554
96 379 765
514 479 105
239 780 246
409 604 495
695 610 99
176 167 730
24 586 469
296 328 824
231 708 69
397 819 626
330 789 178
605 855 265
832 301 209
523 738 118
351 547 568
157 484 869
746 38 97
598 781 890
22 607 626
153 519 780
757 306 146
437 534 717
18 564 75
512 26 577
731 253 13
476 296 214
241 428 346
670 346 79
329 678 848
330 456 258
65 824 700
386 108 157
713 728 331
447 752 176
295 779 540
766 102 618
561 592 70
713 537 769
807 507 19
118 766 847
116 69 458
20 658 904
313 213 577
634 50 753
228 134 104
784 526 581
352 164 574
408 702 949
366 536 93
751 757 749
734 866 970
232 564 268
